device_id,product_line_id,manufacturer,product_type,architecture_class,family,series,product_line,device_name,generic_device_name,manufacturer_variant_code,processor_cores,max_clock_hz,flash_bytes,ram_bytes,package_types,pin_counts,memory_regions_json,features_json,documents_json,svd_files,lifecycle,source_id,source_url,source_version,observed_at,verification_status
puya::py32e407xc,puya::py32e4::py32e4::py32e407,Puya,general_purpose_mcu,Cortex-M4,PY32E4,PY32E4,PY32E407,PY32E407xC,PY32E407xC,xC,"[{""Dclock"": ""144000000"", ""Dcore"": ""Cortex-M4"", ""DcoreVersion"": ""r0p1"", ""Dendian"": ""Little-endian"", ""Dfpu"": ""1"", ""Dmpu"": ""1""}]",144000000,262144,32768,,,"[{""access"": ""r"", ""name"": ""OPT"", ""size"": ""0x00000020"", ""start"": ""0x1FFF7400""}, {""access"": ""r"", ""name"": ""OTP"", ""size"": ""0x00000400"", ""start"": ""0x1FFF7000""}, {""access"": ""rx"", ""default"": ""1"", ""id"": ""IROM1"", ""name"": ""Flash"", ""size"": ""0x00040000"", ""start"": ""0x08000000"", ""startup"": ""1""}, {""access"": ""rwx"", ""default"": ""1"", ""id"": ""IRAM1"", ""init"": ""0"", ""name"": ""CCM_SRAM"", ""size"": ""0x00008000"", ""start"": ""0x20014000""}]","[{""count"": ""20"", ""name"": ""LPTIM1, TIM1, TIM10, TIM11, TIM12, TIM13, TIM14, TIM15, TIM16, TIM17, TIM18, TIM19, TIM2, TIM3, TIM4, TIM5, TIM6, TIM7, TIM8, TIM9"", ""source_kind"": ""puya_device_header"", ""type"": ""Timer""}, {""count"": ""3"", ""name"": ""ADC1, ADC2, ADC3"", ""source_kind"": ""puya_device_header"", ""type"": ""ADCUnits""}, {""count"": ""1"", ""name"": ""DAC1"", ""source_kind"": ""puya_device_header"", ""type"": ""DAC""}, {""count"": ""3"", ""name"": ""SPI1, SPI2, SPI3"", ""source_kind"": ""puya_device_header"", ""type"": ""SPI""}, {""count"": ""4"", ""name"": ""I2C1, I2C2, I2C3, I2C4"", ""source_kind"": ""puya_device_header"", ""type"": ""I2C""}, {""count"": ""0"", ""name"": ""Official header exact instance count"", ""source_kind"": ""puya_device_header"", ""type"": ""I3C""}, {""count"": ""3"", ""name"": ""USART1, USART2, USART3"", ""source_kind"": ""puya_device_header"", ""type"": ""USART""}, {""count"": ""3"", ""name"": ""UART1, UART2, UART3"", ""source_kind"": ""puya_device_header"", ""type"": ""UART""}, {""count"": ""2"", ""name"": ""FDCAN1, FDCAN2"", ""source_kind"": ""puya_device_header"", ""type"": ""CAN""}, {""count"": ""2"", ""name"": ""DMA1, DMA2"", ""source_kind"": ""puya_device_header"", ""type"": ""DMA""}, {""count"": ""1"", ""name"": ""RNG"", ""source_kind"": ""puya_device_header"", ""type"": ""RNG""}, {""count"": ""1"", ""name"": ""RTC"", ""source_kind"": ""puya_device_header"", ""type"": ""RTC""}, {""count"": ""2"", ""name"": ""IWDG, WWDG"", ""source_kind"": ""puya_device_header"", ""type"": ""WDT""}, {""count"": ""4"", ""name"": ""COMP1, COMP2, COMP3, COMP4"", ""source_kind"": ""puya_device_header"", ""type"": ""COMP""}, {""count"": ""0"", ""name"": ""Official header exact instance count"", ""source_kind"": ""puya_device_header"", ""type"": ""OPAMP""}]",[],CMSIS/SVD/PY32E407xx.svd,unknown,cmsis:Puya.PY32E4xx_DFP@1.0.0;puya-device-header:PY32E4xx_DFP@1.0.0,https://www.puyasemi.com/uploadfiles/Puya.PY32E4xx_DFP.pdsc,1.0.0,2026-08-11T12:17:48+00:00,multi_source_manufacturer_device_header
puya::py32e407xd,puya::py32e4::py32e4::py32e407,Puya,general_purpose_mcu,Cortex-M4,PY32E4,PY32E4,PY32E407,PY32E407xD,PY32E407xD,xD,"[{""Dclock"": ""144000000"", ""Dcore"": ""Cortex-M4"", ""DcoreVersion"": ""r0p1"", ""Dendian"": ""Little-endian"", ""Dfpu"": ""1"", ""Dmpu"": ""1""}]",144000000,393216,32768,,,"[{""access"": ""r"", ""name"": ""OPT"", ""size"": ""0x00000020"", ""start"": ""0x1FFF7400""}, {""access"": ""r"", ""name"": ""OTP"", ""size"": ""0x00000400"", ""start"": ""0x1FFF7000""}, {""access"": ""rx"", ""default"": ""1"", ""id"": ""IROM1"", ""name"": ""Flash"", ""size"": ""0x00060000"", ""start"": ""0x08000000"", ""startup"": ""1""}, {""access"": ""rwx"", ""default"": ""1"", ""id"": ""IRAM1"", ""init"": ""0"", ""name"": ""CCM_SRAM"", ""size"": ""0x00008000"", ""start"": ""0x2001C000""}]","[{""count"": ""20"", ""name"": ""LPTIM1, TIM1, TIM10, TIM11, TIM12, TIM13, TIM14, TIM15, TIM16, TIM17, TIM18, TIM19, TIM2, TIM3, TIM4, TIM5, TIM6, TIM7, TIM8, TIM9"", ""source_kind"": ""puya_device_header"", ""type"": ""Timer""}, {""count"": ""3"", ""name"": ""ADC1, ADC2, ADC3"", ""source_kind"": ""puya_device_header"", ""type"": ""ADCUnits""}, {""count"": ""1"", ""name"": ""DAC1"", ""source_kind"": ""puya_device_header"", ""type"": ""DAC""}, {""count"": ""3"", ""name"": ""SPI1, SPI2, SPI3"", ""source_kind"": ""puya_device_header"", ""type"": ""SPI""}, {""count"": ""4"", ""name"": ""I2C1, I2C2, I2C3, I2C4"", ""source_kind"": ""puya_device_header"", ""type"": ""I2C""}, {""count"": ""0"", ""name"": ""Official header exact instance count"", ""source_kind"": ""puya_device_header"", ""type"": ""I3C""}, {""count"": ""3"", ""name"": ""USART1, USART2, USART3"", ""source_kind"": ""puya_device_header"", ""type"": ""USART""}, {""count"": ""3"", ""name"": ""UART1, UART2, UART3"", ""source_kind"": ""puya_device_header"", ""type"": ""UART""}, {""count"": ""2"", ""name"": ""FDCAN1, FDCAN2"", ""source_kind"": ""puya_device_header"", ""type"": ""CAN""}, {""count"": ""2"", ""name"": ""DMA1, DMA2"", ""source_kind"": ""puya_device_header"", ""type"": ""DMA""}, {""count"": ""1"", ""name"": ""RNG"", ""source_kind"": ""puya_device_header"", ""type"": ""RNG""}, {""count"": ""1"", ""name"": ""RTC"", ""source_kind"": ""puya_device_header"", ""type"": ""RTC""}, {""count"": ""2"", ""name"": ""IWDG, WWDG"", ""source_kind"": ""puya_device_header"", ""type"": ""WDT""}, {""count"": ""4"", ""name"": ""COMP1, COMP2, COMP3, COMP4"", ""source_kind"": ""puya_device_header"", ""type"": ""COMP""}, {""count"": ""0"", ""name"": ""Official header exact instance count"", ""source_kind"": ""puya_device_header"", ""type"": ""OPAMP""}]",[],CMSIS/SVD/PY32E407xx.svd,unknown,cmsis:Puya.PY32E4xx_DFP@1.0.0;puya-device-header:PY32E4xx_DFP@1.0.0,https://www.puyasemi.com/uploadfiles/Puya.PY32E4xx_DFP.pdsc,1.0.0,2026-08-11T12:17:48+00:00,multi_source_manufacturer_device_header
puya::py32e407xe,puya::py32e4::py32e4::py32e407,Puya,general_purpose_mcu,Cortex-M4,PY32E4,PY32E4,PY32E407,PY32E407xE,PY32E407xE,xE,"[{""Dclock"": ""144000000"", ""Dcore"": ""Cortex-M4"", ""DcoreVersion"": ""r0p1"", ""Dendian"": ""Little-endian"", ""Dfpu"": ""1"", ""Dmpu"": ""1""}]",144000000,524288,32768,,,"[{""access"": ""r"", ""name"": ""OPT"", ""size"": ""0x00000020"", ""start"": ""0x1FFF7400""}, {""access"": ""r"", ""name"": ""OTP"", ""size"": ""0x00000400"", ""start"": ""0x1FFF7000""}, {""access"": ""rx"", ""default"": ""1"", ""id"": ""IROM1"", ""name"": ""Flash"", ""size"": ""0x00080000"", ""start"": ""0x08000000"", ""startup"": ""1""}, {""access"": ""rwx"", ""default"": ""1"", ""id"": ""IRAM1"", ""init"": ""0"", ""name"": ""CCM_SRAM"", ""size"": ""0x00008000"", ""start"": ""0x2001C000""}]","[{""count"": ""20"", ""name"": ""LPTIM1, TIM1, TIM10, TIM11, TIM12, TIM13, TIM14, TIM15, TIM16, TIM17, TIM18, TIM19, TIM2, TIM3, TIM4, TIM5, TIM6, TIM7, TIM8, TIM9"", ""source_kind"": ""puya_device_header"", ""type"": ""Timer""}, {""count"": ""3"", ""name"": ""ADC1, ADC2, ADC3"", ""source_kind"": ""puya_device_header"", ""type"": ""ADCUnits""}, {""count"": ""1"", ""name"": ""DAC1"", ""source_kind"": ""puya_device_header"", ""type"": ""DAC""}, {""count"": ""3"", ""name"": ""SPI1, SPI2, SPI3"", ""source_kind"": ""puya_device_header"", ""type"": ""SPI""}, {""count"": ""4"", ""name"": ""I2C1, I2C2, I2C3, I2C4"", ""source_kind"": ""puya_device_header"", ""type"": ""I2C""}, {""count"": ""0"", ""name"": ""Official header exact instance count"", ""source_kind"": ""puya_device_header"", ""type"": ""I3C""}, {""count"": ""3"", ""name"": ""USART1, USART2, USART3"", ""source_kind"": ""puya_device_header"", ""type"": ""USART""}, {""count"": ""3"", ""name"": ""UART1, UART2, UART3"", ""source_kind"": ""puya_device_header"", ""type"": ""UART""}, {""count"": ""2"", ""name"": ""FDCAN1, FDCAN2"", ""source_kind"": ""puya_device_header"", ""type"": ""CAN""}, {""count"": ""2"", ""name"": ""DMA1, DMA2"", ""source_kind"": ""puya_device_header"", ""type"": ""DMA""}, {""count"": ""1"", ""name"": ""RNG"", ""source_kind"": ""puya_device_header"", ""type"": ""RNG""}, {""count"": ""1"", ""name"": ""RTC"", ""source_kind"": ""puya_device_header"", ""type"": ""RTC""}, {""count"": ""2"", ""name"": ""IWDG, WWDG"", ""source_kind"": ""puya_device_header"", ""type"": ""WDT""}, {""count"": ""4"", ""name"": ""COMP1, COMP2, COMP3, COMP4"", ""source_kind"": ""puya_device_header"", ""type"": ""COMP""}, {""count"": ""0"", ""name"": ""Official header exact instance count"", ""source_kind"": ""puya_device_header"", ""type"": ""OPAMP""}]",[],CMSIS/SVD/PY32E407xx.svd,unknown,cmsis:Puya.PY32E4xx_DFP@1.0.0;puya-device-header:PY32E4xx_DFP@1.0.0,https://www.puyasemi.com/uploadfiles/Puya.PY32E4xx_DFP.pdsc,1.0.0,2026-08-11T12:17:48+00:00,multi_source_manufacturer_device_header
puya::py32f001cx4,puya::py32f0::py32f0::py32f001c,Puya,general_purpose_mcu,Cortex-M0+,PY32F0,PY32F0,PY32F001C,PY32F001Cx4,PY32F001Cx4,x4,"[{""Dclock"": ""48000000"", ""Dcore"": ""Cortex-M0+"", ""DcoreVersion"": ""r0p1"", ""Dendian"": ""Little-endian"", ""Dfpu"": ""0"", ""Dmpu"": ""0""}]",48000000,16384,3072,,,"[{""access"": ""rx"", ""name"": ""OB"", ""size"": ""0x00000010"", ""start"": ""0x1FFF0080""}, {""access"": ""rx"", ""name"": ""OTP"", ""size"": ""0x00000080"", ""start"": ""0x1FFF0280""}, {""access"": ""rx"", ""default"": ""1"", ""id"": ""IROM1"", ""name"": ""Flash"", ""size"": ""0x00004000"", ""start"": ""0x08000000"", ""startup"": ""1""}, {""access"": ""rwx"", ""default"": ""1"", ""id"": ""IRAM1"", ""init"": ""0"", ""name"": ""SRAM1"", ""size"": ""0x00000C00"", ""start"": ""0x20000000""}]",[],[],CMSIS/SVD/PY32F001Cxx.svd,unknown,cmsis:Puya.PY32F0xx_DFP@1.2.8,https://www.puyasemi.com/uploadfiles/Puya.PY32F0xx_DFP.pdsc,1.2.8,2026-08-11T12:17:48+00:00,cmsis_pack_metadata
puya::py32f002ax5,puya::py32f0::py32f0::py32f002a,Puya,general_purpose_mcu,Cortex-M0+,PY32F0,PY32F0,PY32F002A,PY32F002Ax5,PY32F002Ax5,x5,"[{""Dclock"": ""48000000"", ""Dcore"": ""Cortex-M0+"", ""DcoreVersion"": ""r0p1"", ""Dendian"": ""Little-endian"", ""Dfpu"": ""0"", ""Dmpu"": ""0""}]",48000000,20480,3072,,,"[{""access"": ""rx"", ""name"": ""OB"", ""size"": ""0x00000010"", ""start"": ""0x1FFF0E80""}, {""access"": ""rx"", ""default"": ""1"", ""id"": ""IROM1"", ""name"": ""Flash"", ""size"": ""0x00005000"", ""start"": ""0x08000000"", ""startup"": ""1""}, {""access"": ""rwx"", ""default"": ""1"", ""id"": ""IRAM1"", ""init"": ""0"", ""name"": ""SRAM1"", ""size"": ""0x00000C00"", ""start"": ""0x20000000""}]","[{""count"": ""3"", ""name"": ""LPTIM1, TIM1, TIM16"", ""source_kind"": ""puya_device_header"", ""type"": ""Timer""}, {""count"": ""1"", ""name"": ""ADC1"", ""source_kind"": ""puya_device_header"", ""type"": ""ADCUnits""}, {""count"": ""0"", ""name"": ""Official header exact instance count"", ""source_kind"": ""puya_device_header"", ""type"": ""DAC""}, {""count"": ""1"", ""name"": ""SPI1"", ""source_kind"": ""puya_device_header"", ""type"": ""SPI""}, {""count"": ""1"", ""name"": ""I2C1"", ""source_kind"": ""puya_device_header"", ""type"": ""I2C""}, {""count"": ""0"", ""name"": ""Official header exact instance count"", ""source_kind"": ""puya_device_header"", ""type"": ""I3C""}, {""count"": ""1"", ""name"": ""USART1"", ""source_kind"": ""puya_device_header"", ""type"": ""USART""}, {""count"": ""0"", ""name"": ""Official header exact instance count"", ""source_kind"": ""puya_device_header"", ""type"": ""UART""}, {""count"": ""0"", ""name"": ""Official header exact instance count"", ""source_kind"": ""puya_device_header"", ""type"": ""CAN""}, {""count"": ""0"", ""name"": ""Official header exact instance count"", ""source_kind"": ""puya_device_header"", ""type"": ""DMA""}, {""count"": ""0"", ""name"": ""Official header exact instance count"", ""source_kind"": ""puya_device_header"", ""type"": ""RNG""}, {""count"": ""0"", ""name"": ""Official header exact instance count"", ""source_kind"": ""puya_device_header"", ""type"": ""RTC""}, {""count"": ""1"", ""name"": ""IWDG"", ""source_kind"": ""puya_device_header"", ""type"": ""WDT""}, {""count"": ""2"", ""name"": ""COMP1, COMP2"", ""source_kind"": ""puya_device_header"", ""type"": ""COMP""}, {""count"": ""0"", ""name"": ""Official header exact instance count"", ""source_kind"": ""puya_device_header"", ""type"": ""OPAMP""}]",[],CMSIS/SVD/PY32F002Axx.svd,unknown,cmsis:Puya.PY32F0xx_DFP@1.2.8;puya-device-header:PY32F0xx_DFP@1.2.8,https://www.puyasemi.com/uploadfiles/Puya.PY32F0xx_DFP.pdsc,1.2.8,2026-08-11T12:17:48+00:00,multi_source_manufacturer_device_header
puya::py32f002bx5,puya::py32f0::py32f0::py32f002b,Puya,general_purpose_mcu,Cortex-M0+,PY32F0,PY32F0,PY32F002B,PY32F002Bx5,PY32F002Bx5,x5,"[{""Dclock"": ""48000000"", ""Dcore"": ""Cortex-M0+"", ""DcoreVersion"": ""r0p1"", ""Dendian"": ""Little-endian"", ""Dfpu"": ""0"", ""Dmpu"": ""0""}]",48000000,24576,3072,,,"[{""access"": ""rx"", ""name"": ""OB"", ""size"": ""0x00000010"", ""start"": ""0x1FFF0080""}, {""access"": ""rx"", ""name"": ""OTP"", ""size"": ""0x00000080"", ""start"": ""0x1FFF0280""}, {""access"": ""rx"", ""default"": ""1"", ""id"": ""IROM1"", ""name"": ""Flash"", ""size"": ""0x00006000"", ""start"": ""0x08000000"", ""startup"": ""1""}, {""access"": ""rwx"", ""default"": ""1"", ""id"": ""IRAM1"", ""init"": ""0"", ""name"": ""SRAM1"", ""size"": ""0x00000C00"", ""start"": ""0x20000000""}]","[{""count"": ""3"", ""name"": ""LPTIM1, TIM1, TIM14"", ""source_kind"": ""puya_device_header"", ""type"": ""Timer""}, {""count"": ""1"", ""name"": ""ADC1"", ""source_kind"": ""puya_device_header"", ""type"": ""ADCUnits""}, {""count"": ""0"", ""name"": ""Official header exact instance count"", ""source_kind"": ""puya_device_header"", ""type"": ""DAC""}, {""count"": ""1"", ""name"": ""SPI1"", ""source_kind"": ""puya_device_header"", ""type"": ""SPI""}, {""count"": ""1"", ""name"": ""I2C1"", ""source_kind"": ""puya_device_header"", ""type"": ""I2C""}, {""count"": ""0"", ""name"": ""Official header exact instance count"", ""source_kind"": ""puya_device_header"", ""type"": ""I3C""}, {""count"": ""1"", ""name"": ""USART1"", ""source_kind"": ""puya_device_header"", ""type"": ""USART""}, {""count"": ""0"", ""name"": ""Official header exact instance count"", ""source_kind"": ""puya_device_header"", ""type"": ""UART""}, {""count"": ""0"", ""name"": ""Official header exact instance count"", ""source_kind"": ""puya_device_header"", ""type"": ""CAN""}, {""count"": ""0"", ""name"": ""Official header exact instance count"", ""source_kind"": ""puya_device_header"", ""type"": ""DMA""}, {""count"": ""0"", ""name"": ""Official header exact instance count"", ""source_kind"": ""puya_device_header"", ""type"": ""RNG""}, {""count"": ""0"", ""name"": ""Official header exact instance count"", ""source_kind"": ""puya_device_header"", ""type"": ""RTC""}, {""count"": ""1"", ""name"": ""IWDG"", ""source_kind"": ""puya_device_header"", ""type"": ""WDT""}, {""count"": ""2"", ""name"": ""COMP1, COMP2"", ""source_kind"": ""puya_device_header"", ""type"": ""COMP""}, {""count"": ""0"", ""name"": ""Official header exact instance count"", ""source_kind"": ""puya_device_header"", ""type"": ""OPAMP""}]",[],CMSIS/SVD/PY32F002Bxx.svd,unknown,cmsis:Puya.PY32F0xx_DFP@1.2.8;puya-device-header:PY32F0xx_DFP@1.2.8,https://www.puyasemi.com/uploadfiles/Puya.PY32F0xx_DFP.pdsc,1.2.8,2026-08-11T12:17:48+00:00,multi_source_manufacturer_device_header
puya::py32f002cx5,puya::py32f0::py32f0::py32f002c,Puya,general_purpose_mcu,Cortex-M0+,PY32F0,PY32F0,PY32F002C,PY32F002Cx5,PY32F002Cx5,x5,"[{""Dclock"": ""48000000"", ""Dcore"": ""Cortex-M0+"", ""DcoreVersion"": ""r0p1"", ""Dendian"": ""Little-endian"", ""Dfpu"": ""0"", ""Dmpu"": ""0""}]",48000000,32768,3072,,,"[{""access"": ""rx"", ""name"": ""OB"", ""size"": ""0x00000010"", ""start"": ""0x1FFF0080""}, {""access"": ""rx"", ""name"": ""OTP"", ""size"": ""0x00000080"", ""start"": ""0x1FFF0280""}, {""access"": ""rx"", ""default"": ""1"", ""id"": ""IROM1"", ""name"": ""Flash"", ""size"": ""0x00008000"", ""start"": ""0x08000000"", ""startup"": ""1""}, {""access"": ""rwx"", ""default"": ""1"", ""id"": ""IRAM1"", ""init"": ""0"", ""name"": ""SRAM1"", ""size"": ""0x00000C00"", ""start"": ""0x20000000""}]",[],[],CMSIS/SVD/PY32F002Cxx.svd,unknown,cmsis:Puya.PY32F0xx_DFP@1.2.8,https://www.puyasemi.com/uploadfiles/Puya.PY32F0xx_DFP.pdsc,1.2.8,2026-08-11T12:17:48+00:00,cmsis_pack_metadata
puya::py32f002xx2,puya::py32f0::py32f0::py32f002x,Puya,general_purpose_mcu,Cortex-M0+,PY32F0,PY32F0,PY32F002X,PY32F002Xx2,PY32F002Xx2,x2,"[{""Dclock"": ""48000000"", ""Dcore"": ""Cortex-M0+"", ""DcoreVersion"": ""r0p1"", ""Dendian"": ""Little-endian"", ""Dfpu"": ""0"", ""Dmpu"": ""0""}]",48000000,8192,3072,,,"[{""access"": ""rx"", ""name"": ""OB"", ""size"": ""0x00000010"", ""start"": ""0x1FFF0080""}, {""access"": ""rx"", ""name"": ""OTP"", ""size"": ""0x00000080"", ""start"": ""0x1FFF0280""}, {""access"": ""rx"", ""default"": ""1"", ""id"": ""IROM1"", ""name"": ""Flash"", ""size"": ""0x00002000"", ""start"": ""0x08000000"", ""startup"": ""1""}, {""access"": ""rwx"", ""default"": ""1"", ""id"": ""IRAM1"", ""init"": ""0"", ""name"": ""SRAM1"", ""size"": ""0x00000C00"", ""start"": ""0x20000000""}]","[{""count"": ""3"", ""name"": ""LPTIM1, TIM1, TIM14"", ""source_kind"": ""puya_device_header"", ""type"": ""Timer""}, {""count"": ""1"", ""name"": ""ADC1"", ""source_kind"": ""puya_device_header"", ""type"": ""ADCUnits""}, {""count"": ""0"", ""name"": ""Official header exact instance count"", ""source_kind"": ""puya_device_header"", ""type"": ""DAC""}, {""count"": ""1"", ""name"": ""SPI1"", ""source_kind"": ""puya_device_header"", ""type"": ""SPI""}, {""count"": ""1"", ""name"": ""I2C1"", ""source_kind"": ""puya_device_header"", ""type"": ""I2C""}, {""count"": ""0"", ""name"": ""Official header exact instance count"", ""source_kind"": ""puya_device_header"", ""type"": ""I3C""}, {""count"": ""1"", ""name"": ""USART1"", ""source_kind"": ""puya_device_header"", ""type"": ""USART""}, {""count"": ""0"", ""name"": ""Official header exact instance count"", ""source_kind"": ""puya_device_header"", ""type"": ""UART""}, {""count"": ""0"", ""name"": ""Official header exact instance count"", ""source_kind"": ""puya_device_header"", ""type"": ""CAN""}, {""count"": ""0"", ""name"": ""Official header exact instance count"", ""source_kind"": ""puya_device_header"", ""type"": ""DMA""}, {""count"": ""0"", ""name"": ""Official header exact instance count"", ""source_kind"": ""puya_device_header"", ""type"": ""RNG""}, {""count"": ""0"", ""name"": ""Official header exact instance count"", ""source_kind"": ""puya_device_header"", ""type"": ""RTC""}, {""count"": ""1"", ""name"": ""IWDG"", ""source_kind"": ""puya_device_header"", ""type"": ""WDT""}, {""count"": ""0"", ""name"": ""Official header exact instance count"", ""source_kind"": ""puya_device_header"", ""type"": ""COMP""}, {""count"": ""0"", ""name"": ""Official header exact instance count"", ""source_kind"": ""puya_device_header"", ""type"": ""OPAMP""}]",[],CMSIS/SVD/PY32F002Xxx.svd,unknown,cmsis:Puya.PY32F0xx_DFP@1.2.8;puya-device-header:PY32F0xx_DFP@1.2.8,https://www.puyasemi.com/uploadfiles/Puya.PY32F0xx_DFP.pdsc,1.2.8,2026-08-11T12:17:48+00:00,multi_source_manufacturer_device_header
puya::py32f002xx4,puya::py32f0::py32f0::py32f002x,Puya,general_purpose_mcu,Cortex-M0+,PY32F0,PY32F0,PY32F002X,PY32F002Xx4,PY32F002Xx4,x4,"[{""Dclock"": ""48000000"", ""Dcore"": ""Cortex-M0+"", ""DcoreVersion"": ""r0p1"", ""Dendian"": ""Little-endian"", ""Dfpu"": ""0"", ""Dmpu"": ""0""}]",48000000,16384,3072,,,"[{""access"": ""rx"", ""name"": ""OB"", ""size"": ""0x00000010"", ""start"": ""0x1FFF0080""}, {""access"": ""rx"", ""name"": ""OTP"", ""size"": ""0x00000080"", ""start"": ""0x1FFF0280""}, {""access"": ""rx"", ""default"": ""1"", ""id"": ""IROM1"", ""name"": ""Flash"", ""size"": ""0x00004000"", ""start"": ""0x08000000"", ""startup"": ""1""}, {""access"": ""rwx"", ""default"": ""1"", ""id"": ""IRAM1"", ""init"": ""0"", ""name"": ""SRAM1"", ""size"": ""0x00000C00"", ""start"": ""0x20000000""}]","[{""count"": ""3"", ""name"": ""LPTIM1, TIM1, TIM14"", ""source_kind"": ""puya_device_header"", ""type"": ""Timer""}, {""count"": ""1"", ""name"": ""ADC1"", ""source_kind"": ""puya_device_header"", ""type"": ""ADCUnits""}, {""count"": ""0"", ""name"": ""Official header exact instance count"", ""source_kind"": ""puya_device_header"", ""type"": ""DAC""}, {""count"": ""1"", ""name"": ""SPI1"", ""source_kind"": ""puya_device_header"", ""type"": ""SPI""}, {""count"": ""1"", ""name"": ""I2C1"", ""source_kind"": ""puya_device_header"", ""type"": ""I2C""}, {""count"": ""0"", ""name"": ""Official header exact instance count"", ""source_kind"": ""puya_device_header"", ""type"": ""I3C""}, {""count"": ""1"", ""name"": ""USART1"", ""source_kind"": ""puya_device_header"", ""type"": ""USART""}, {""count"": ""0"", ""name"": ""Official header exact instance count"", ""source_kind"": ""puya_device_header"", ""type"": ""UART""}, {""count"": ""0"", ""name"": ""Official header exact instance count"", ""source_kind"": ""puya_device_header"", ""type"": ""CAN""}, {""count"": ""0"", ""name"": ""Official header exact instance count"", ""source_kind"": ""puya_device_header"", ""type"": ""DMA""}, {""count"": ""0"", ""name"": ""Official header exact instance count"", ""source_kind"": ""puya_device_header"", ""type"": ""RNG""}, {""count"": ""0"", ""name"": ""Official header exact instance count"", ""source_kind"": ""puya_device_header"", ""type"": ""RTC""}, {""count"": ""1"", ""name"": ""IWDG"", ""source_kind"": ""puya_device_header"", ""type"": ""WDT""}, {""count"": ""0"", ""name"": ""Official header exact instance count"", ""source_kind"": ""puya_device_header"", ""type"": ""COMP""}, {""count"": ""0"", ""name"": ""Official header exact instance count"", ""source_kind"": ""puya_device_header"", ""type"": ""OPAMP""}]",[],CMSIS/SVD/PY32F002Xxx.svd,unknown,cmsis:Puya.PY32F0xx_DFP@1.2.8;puya-device-header:PY32F0xx_DFP@1.2.8,https://www.puyasemi.com/uploadfiles/Puya.PY32F0xx_DFP.pdsc,1.2.8,2026-08-11T12:17:48+00:00,multi_source_manufacturer_device_header
puya::py32f002xx5,puya::py32f0::py32f0::py32f002x,Puya,general_purpose_mcu,Cortex-M0+,PY32F0,PY32F0,PY32F002X,PY32F002Xx5,PY32F002Xx5,x5,"[{""Dclock"": ""48000000"", ""Dcore"": ""Cortex-M0+"", ""DcoreVersion"": ""r0p1"", ""Dendian"": ""Little-endian"", ""Dfpu"": ""0"", ""Dmpu"": ""0""}]",48000000,24576,3072,,,"[{""access"": ""rx"", ""name"": ""OB"", ""size"": ""0x00000010"", ""start"": ""0x1FFF0080""}, {""access"": ""rx"", ""name"": ""OTP"", ""size"": ""0x00000080"", ""start"": ""0x1FFF0280""}, {""access"": ""rx"", ""default"": ""1"", ""id"": ""IROM1"", ""name"": ""Flash"", ""size"": ""0x00006000"", ""start"": ""0x08000000"", ""startup"": ""1""}, {""access"": ""rwx"", ""default"": ""1"", ""id"": ""IRAM1"", ""init"": ""0"", ""name"": ""SRAM1"", ""size"": ""0x00000C00"", ""start"": ""0x20000000""}]","[{""count"": ""3"", ""name"": ""LPTIM1, TIM1, TIM14"", ""source_kind"": ""puya_device_header"", ""type"": ""Timer""}, {""count"": ""1"", ""name"": ""ADC1"", ""source_kind"": ""puya_device_header"", ""type"": ""ADCUnits""}, {""count"": ""0"", ""name"": ""Official header exact instance count"", ""source_kind"": ""puya_device_header"", ""type"": ""DAC""}, {""count"": ""1"", ""name"": ""SPI1"", ""source_kind"": ""puya_device_header"", ""type"": ""SPI""}, {""count"": ""1"", ""name"": ""I2C1"", ""source_kind"": ""puya_device_header"", ""type"": ""I2C""}, {""count"": ""0"", ""name"": ""Official header exact instance count"", ""source_kind"": ""puya_device_header"", ""type"": ""I3C""}, {""count"": ""1"", ""name"": ""USART1"", ""source_kind"": ""puya_device_header"", ""type"": ""USART""}, {""count"": ""0"", ""name"": ""Official header exact instance count"", ""source_kind"": ""puya_device_header"", ""type"": ""UART""}, {""count"": ""0"", ""name"": ""Official header exact instance count"", ""source_kind"": ""puya_device_header"", ""type"": ""CAN""}, {""count"": ""0"", ""name"": ""Official header exact instance count"", ""source_kind"": ""puya_device_header"", ""type"": ""DMA""}, {""count"": ""0"", ""name"": ""Official header exact instance count"", ""source_kind"": ""puya_device_header"", ""type"": ""RNG""}, {""count"": ""0"", ""name"": ""Official header exact instance count"", ""source_kind"": ""puya_device_header"", ""type"": ""RTC""}, {""count"": ""1"", ""name"": ""IWDG"", ""source_kind"": ""puya_device_header"", ""type"": ""WDT""}, {""count"": ""0"", ""name"": ""Official header exact instance count"", ""source_kind"": ""puya_device_header"", ""type"": ""COMP""}, {""count"": ""0"", ""name"": ""Official header exact instance count"", ""source_kind"": ""puya_device_header"", ""type"": ""OPAMP""}]",[],CMSIS/SVD/PY32F002Xxx.svd,unknown,cmsis:Puya.PY32F0xx_DFP@1.2.8;puya-device-header:PY32F0xx_DFP@1.2.8,https://www.puyasemi.com/uploadfiles/Puya.PY32F0xx_DFP.pdsc,1.2.8,2026-08-11T12:17:48+00:00,multi_source_manufacturer_device_header
