source_id,archive_url,cache_path,sha256,bytes,version,commit
infineon-device-db:1e7589fe5ce5,https://codeload.github.com/Infineon/device-db/tar.gz/1e7589fe5ce5c25b68a5d8866c22c142df9b7555,C:\Users\confl\Desktop\alice blue\mcu-l-catalog\cache\infineon-device-db\device-db-1e7589fe5ce5c25b68a5d8866c22c142df9b7555.tar.gz,327df7a44d24451d59e67b48096591611cfe77687ef5701811b4f32c56037cc0,3379841,4.39.0.10988,1e7589fe5ce5c25b68a5d8866c22c142df9b7555
