product_line_id,manufacturer,product_type,architecture_class,family,series,product_line,device_variant_count,source_ids,observed_at,verification_status
nuvoton::numicro-m4-family::numicro-m4-family::m460,Nuvoton,general_purpose_mcu,Cortex-M4,NuMicro M4 Family,NuMicro M4 Family,M460,26,cmsis:Nuvoton.NuMicroM4_DFP@1.0.2;cmsis:Nuvoton.NuMicro_DFP@1.3.26,2026-08-11T12:15:57+00:00,cmsis_pack_metadata
nuvoton::numicro-m4-family::numicro-m4-family::m471,Nuvoton,general_purpose_mcu,Cortex-M4,NuMicro M4 Family,NuMicro M4 Family,M471,5,cmsis:Nuvoton.NuMicroM4_DFP@1.0.2;cmsis:Nuvoton.NuMicro_DFP@1.3.26,2026-08-11T12:15:57+00:00,cmsis_pack_metadata
nuvoton::numicro-m4-family::numicro-m4-family::m471m-r1-s,Nuvoton,general_purpose_mcu,Cortex-M4,NuMicro M4 Family,NuMicro M4 Family,M471M_R1_S,5,cmsis:Nuvoton.NuMicroM4_DFP@1.0.2;cmsis:Nuvoton.NuMicro_DFP@1.3.26,2026-08-11T12:15:57+00:00,cmsis_pack_metadata
nuvoton::numicro-m4-family::numicro-m4-family::m479,Nuvoton,general_purpose_mcu,Cortex-M4,NuMicro M4 Family,NuMicro M4 Family,M479,3,cmsis:Nuvoton.NuMicroM4_DFP@1.0.2;cmsis:Nuvoton.NuMicro_DFP@1.3.26,2026-08-11T12:15:57+00:00,cmsis_pack_metadata
nuvoton::numicro-m4-family::numicro-m4-family::m480,Nuvoton,general_purpose_mcu,Cortex-M4,NuMicro M4 Family,NuMicro M4 Family,M480,62,cmsis:Nuvoton.NuMicroM4_DFP@1.0.2;cmsis:Nuvoton.NuMicro_DFP@1.3.26,2026-08-11T12:15:57+00:00,cmsis_pack_metadata
nuvoton::numicro-m4-family::numicro-m4-family::ma35d1,Nuvoton,general_purpose_mcu,Cortex-M4,NuMicro M4 Family,NuMicro M4 Family,MA35D1,10,cmsis:Nuvoton.NuMicroM4_DFP@1.0.2;cmsis:Nuvoton.NuMicro_DFP@1.3.26,2026-08-11T12:15:57+00:00,cmsis_pack_metadata
nuvoton::numicro-m4-family::numicro-m4-family::nuc400,Nuvoton,general_purpose_mcu,Cortex-M4,NuMicro M4 Family,NuMicro M4 Family,NUC400,16,cmsis:Nuvoton.NuMicroM4_DFP@1.0.2;cmsis:Nuvoton.NuMicro_DFP@1.3.26,2026-08-11T12:15:57+00:00,cmsis_pack_metadata
nuvoton::numicro-m4-family::numicro-m4-family::nuc505,Nuvoton,general_purpose_mcu,Cortex-M4,NuMicro M4 Family,NuMicro M4 Family,NUC505,7,cmsis:Nuvoton.NuMicroM4_DFP@1.0.2;cmsis:Nuvoton.NuMicro_DFP@1.3.26,2026-08-11T12:15:57+00:00,cmsis_pack_metadata
nuvoton::numicro-m55-family::numicro-m55-family::m5531,Nuvoton,general_purpose_mcu,Cortex-M55,NuMicro M55 Family,NuMicro M55 Family,M5531,3,cmsis:Nuvoton.NuMicroM55_DFP@3.1.4-rc.5;cmsis:Nuvoton.NuMicro_DFP@1.3.26,2026-08-11T12:15:57+00:00,cmsis_pack_metadata
nuvoton::numicro-m55-family::numicro-m55-family::m55m1,Nuvoton,general_purpose_mcu,Cortex-M55,NuMicro M55 Family,NuMicro M55 Family,M55M1,7,cmsis:Nuvoton.NuMicroM55_DFP@3.1.4-rc.5;cmsis:Nuvoton.NuMicro_DFP@1.3.26,2026-08-11T12:15:57+00:00,cmsis_pack_metadata
nuvoton::numicro-m7-family::numicro-m7-family::km1m7a,Nuvoton,general_purpose_mcu,Cortex-M7,NuMicro M7 Family,NuMicro M7 Family,KM1M7A,12,cmsis:Nuvoton.NuMicroM7_DFP@1.1.3,2026-08-11T12:15:57+00:00,cmsis_pack_metadata
nuvoton::numicro-m7-family::numicro-m7-family::km1m7b,Nuvoton,general_purpose_mcu,Cortex-M7,NuMicro M7 Family,NuMicro M7 Family,KM1M7B,12,cmsis:Nuvoton.NuMicroM7_DFP@1.1.3,2026-08-11T12:15:57+00:00,cmsis_pack_metadata
nuvoton::numicro-m7-family::numicro-m7-family::km1m7c,Nuvoton,general_purpose_mcu,Cortex-M7,NuMicro M7 Family,NuMicro M7 Family,KM1M7C,16,cmsis:Nuvoton.NuMicroM7_DFP@1.1.3,2026-08-11T12:15:57+00:00,cmsis_pack_metadata
nuvoton::nuvoice-family::nuvoice-family::n569j-series,Nuvoton,general_purpose_mcu,Cortex-M0,NuVoice Family,NuVoice Family,N569J Series,1,cmsis:Nuvoton.NuVoice_ISD_DFP@1.0.23,2026-08-11T12:15:57+00:00,cmsis_pack_metadata
nuvoton::nuvoice-family::nuvoice-family::n569s-series,Nuvoton,general_purpose_mcu,Cortex-M0,NuVoice Family,NuVoice Family,N569S Series,9,cmsis:Nuvoton.NuVoice_ISD_DFP@1.0.23,2026-08-11T12:15:57+00:00,cmsis_pack_metadata
nuvoton::nuvoice-family::nuvoice-family::n570-series,Nuvoton,general_purpose_mcu,Cortex-M0,NuVoice Family,NuVoice Family,N570 Series,3,cmsis:Nuvoton.NuVoice_ISD_DFP@1.0.23,2026-08-11T12:15:57+00:00,cmsis_pack_metadata
nuvoton::nuvoice-family::nuvoice-family::n570j-series,Nuvoton,general_purpose_mcu,Cortex-M0,NuVoice Family,NuVoice Family,N570J Series,1,cmsis:Nuvoton.NuVoice_ISD_DFP@1.0.23,2026-08-11T12:15:57+00:00,cmsis_pack_metadata
nuvoton::nuvoice-family::nuvoice-family::n570s-series,Nuvoton,general_purpose_mcu,Cortex-M0,NuVoice Family,NuVoice Family,N570S Series,1,cmsis:Nuvoton.NuVoice_ISD_DFP@1.0.23,2026-08-11T12:15:57+00:00,cmsis_pack_metadata
nuvoton::nuvoice-family::nuvoice-family::n571-series,Nuvoton,general_purpose_mcu,Cortex-M0,NuVoice Family,NuVoice Family,N571 Series,1,cmsis:Nuvoton.NuVoice_ISD_DFP@1.0.23,2026-08-11T12:15:57+00:00,cmsis_pack_metadata
nuvoton::nuvoice-family::nuvoice-family::n572-series,Nuvoton,general_purpose_mcu,Cortex-M0,NuVoice Family,NuVoice Family,N572 Series,6,cmsis:Nuvoton.NuVoice_ISD_DFP@1.0.23,2026-08-11T12:15:57+00:00,cmsis_pack_metadata
nuvoton::nuvoice-family::nuvoice-family::n572s-series,Nuvoton,general_purpose_mcu,Cortex-M0,NuVoice Family,NuVoice Family,N572S Series,1,cmsis:Nuvoton.NuVoice_ISD_DFP@1.0.23,2026-08-11T12:15:57+00:00,cmsis_pack_metadata
nuvoton::nuvoice-family::nuvoice-family::n574-series,Nuvoton,general_purpose_mcu,Cortex-M0,NuVoice Family,NuVoice Family,N574 Series,5,cmsis:Nuvoton.NuVoice_ISD_DFP@1.0.23,2026-08-11T12:15:57+00:00,cmsis_pack_metadata
nuvoton::nuvoice-family::nuvoice-family::n575-series,Nuvoton,general_purpose_mcu,Cortex-M0,NuVoice Family,NuVoice Family,N575 Series,2,cmsis:Nuvoton.NuVoice_ISD_DFP@1.0.23,2026-08-11T12:15:57+00:00,cmsis_pack_metadata
nuvoton::nuvoice-family::nuvoice-family::n575s-series,Nuvoton,general_purpose_mcu,Cortex-M0,NuVoice Family,NuVoice Family,N575S Series,1,cmsis:Nuvoton.NuVoice_ISD_DFP@1.0.23,2026-08-11T12:15:57+00:00,cmsis_pack_metadata
nuvoton::nuvoice-family::nuvoice-family::n577-series,Nuvoton,general_purpose_mcu,Cortex-M4,NuVoice Family,NuVoice Family,N577 Series,2,cmsis:Nuvoton.NuVoice_ISD_DFP@1.0.23,2026-08-11T12:15:57+00:00,cmsis_pack_metadata
