orderable_part_id,device_id,manufacturer,family,series,product_line,device_name,part_number,manufacturer_suffix,package_code,temperature_grade_code,packing_code,package_name,temperature_range,packing_form,lifecycle,source_id,source_url,observed_at,verification_status,decode_status
micropy-mcu::k210,micropy-mcu::k210,MicroPy MCU,Kendryte,Kendryte K,K210,K210,K210,,,,,BGA144 8x8 mm,,,active,kendryte:k210-datasheet;kendryte:k210-package;kendryte:k210-micropython,https://raw.githubusercontent.com/kendryte/kendryte-doc-datasheet/master/en/003.md,2026-08-23T05:04:03+00:00,manufacturer_datasheet,exact_official_model;package_variants_kept_separate
micropy-mcu::k230,micropy-mcu::k230,MicroPy MCU,Kendryte,Kendryte K,K230,K230,K230,,,,,BGA 13x13 mm,,,active,kendryte:k230-datasheet;kendryte:k230-canmv,https://raw.githubusercontent.com/kendryte/k230_docs/main/en/00_hardware/K230_datasheet.md,2026-08-23T05:04:03+00:00,manufacturer_datasheet,exact_official_model;package_variants_kept_separate
micropy-mcu::k230d,micropy-mcu::k230d,MicroPy MCU,Kendryte,Kendryte K,K230,K230D,K230D,D,,,,BGA 11x11 mm SIP with 1 Gb LPDDR4,,,active,kendryte:k230-datasheet;kendryte:k230-canmv,https://raw.githubusercontent.com/kendryte/k230_docs/main/en/00_hardware/K230_datasheet.md,2026-08-23T05:04:03+00:00,manufacturer_datasheet,exact_official_model;package_variants_kept_separate
micropy-mcu::k510,micropy-mcu::k510,MicroPy MCU,Kendryte,Kendryte K,K510,K510,K510,,,,,,,,active,kendryte:k510-docs,https://github.com/kendryte/k510_docs,2026-08-23T05:04:03+00:00,manufacturer_datasheet,exact_official_model;package_variants_kept_separate
micropy-mcu::rp2040,micropy-mcu::rp2040,MicroPy MCU,Raspberry Pi,Raspberry Pi RP,RP2040,RP2040,RP2040,,,,,QFN56 7x7 mm,,,active,raspberrypi:rp2040-datasheet;micropy:rp2-port,https://datasheets.raspberrypi.com/rp2040/rp2040-datasheet.pdf,2026-08-23T05:04:03+00:00,manufacturer_datasheet,exact_official_model;package_variants_kept_separate
micropy-mcu::rp2350a,micropy-mcu::rp2350a,MicroPy MCU,Raspberry Pi,Raspberry Pi RP,RP2350,RP2350A,RP2350A,A,,,,QFN60 7x7 mm,,,active,raspberrypi:rp2350-datasheet;micropy:rp2-port,https://datasheets.raspberrypi.com/rp2350/rp2350-datasheet.pdf,2026-08-23T05:04:03+00:00,manufacturer_datasheet,exact_official_model;package_variants_kept_separate
micropy-mcu::rp2350b,micropy-mcu::rp2350b,MicroPy MCU,Raspberry Pi,Raspberry Pi RP,RP2350,RP2350B,RP2350B,B,,,,QFN80 10x10 mm,,,active,raspberrypi:rp2350-datasheet;micropy:rp2-port,https://datasheets.raspberrypi.com/rp2350/rp2350-datasheet.pdf,2026-08-23T05:04:03+00:00,manufacturer_datasheet,exact_official_model;package_variants_kept_separate
micropy-mcu::rp2354a,micropy-mcu::rp2354a,MicroPy MCU,Raspberry Pi,Raspberry Pi RP,RP2354,RP2354A,RP2354A,A,,,,QFN60 7x7 mm,,,active,raspberrypi:rp2354-hardware;raspberrypi:rp2354-micropython,https://datasheets.raspberrypi.com/rp2350/rp2350-datasheet.pdf,2026-08-23T05:04:03+00:00,manufacturer_datasheet,exact_official_model;package_variants_kept_separate
micropy-mcu::rp2354b,micropy-mcu::rp2354b,MicroPy MCU,Raspberry Pi,Raspberry Pi RP,RP2354,RP2354B,RP2354B,B,,,,QFN80 10x10 mm,,,active,raspberrypi:rp2354-hardware;raspberrypi:rp2354-micropython,https://datasheets.raspberrypi.com/rp2350/rp2350-datasheet.pdf,2026-08-23T05:04:03+00:00,manufacturer_datasheet,exact_official_model;package_variants_kept_separate
