orderable_part_id,device_id,manufacturer,family,series,product_line,device_name,part_number,manufacturer_suffix,package_code,temperature_grade_code,packing_code,package_name,temperature_range,packing_form,lifecycle,source_id,source_url,observed_at,verification_status,decode_status
renesas::r5f104bgana-u0,renesas::r5f104bgana,Renesas,RL78,RL78/G1x,RL78/G14,R5F104BGANA,R5F104BGANA#U0,#U0,HWQFN,,,HWQFN,Ta = -40 to +85,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g14@36038221,https://www.renesas.com/products/rl78-g14,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f104bgana-v0,renesas::r5f104bgana,Renesas,RL78,RL78/G1x,RL78/G14,R5F104BGANA,R5F104BGANA#V0,#V0,HWQFN,,,HWQFN,Ta = -40 to +85,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g14@36038221,https://www.renesas.com/products/rl78-g14,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f104bgana-w0,renesas::r5f104bgana,Renesas,RL78,RL78/G1x,RL78/G14,R5F104BGANA,R5F104BGANA#W0,#W0,HWQFN,,,HWQFN,Ta = -40 to +85,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g14@36038221,https://www.renesas.com/products/rl78-g14,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f104bgdfp-30,renesas::r5f104bgdfp,Renesas,RL78,RL78/G1x,RL78/G14,R5F104BGDFP,R5F104BGDFP#30,#30,Package,,,Package,,,nrnd,renesas:options:rl78:rl78-g14@36038221,https://www.renesas.com/products/rl78-g14,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f104bgdfp-50,renesas::r5f104bgdfp,Renesas,RL78,RL78/G1x,RL78/G14,R5F104BGDFP,R5F104BGDFP#50,#50,Package,,,Package,,,nrnd,renesas:options:rl78:rl78-g14@36038221,https://www.renesas.com/products/rl78-g14,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f104bgdfp-v0,renesas::r5f104bgdfp,Renesas,RL78,RL78/G1x,RL78/G14,R5F104BGDFP,R5F104BGDFP#V0,#V0,Package,,,Package,,,nrnd,renesas:options:rl78:rl78-g14@36038221,https://www.renesas.com/products/rl78-g14,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f104bgdfp-x0,renesas::r5f104bgdfp,Renesas,RL78,RL78/G1x,RL78/G14,R5F104BGDFP,R5F104BGDFP#X0,#X0,Package,,,Package,,,nrnd,renesas:options:rl78:rl78-g14@36038221,https://www.renesas.com/products/rl78-g14,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f104bgdna-u0,renesas::r5f104bgdna,Renesas,RL78,RL78/G1x,RL78/G14,R5F104BGDNA,R5F104BGDNA#U0,#U0,Package,,,Package,,,obsolete,renesas:options:rl78:rl78-g14@36038221,https://www.renesas.com/products/rl78-g14,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f104bgdna-w0,renesas::r5f104bgdna,Renesas,RL78,RL78/G1x,RL78/G14,R5F104BGDNA,R5F104BGDNA#W0,#W0,Package,,,Package,,,obsolete,renesas:options:rl78:rl78-g14@36038221,https://www.renesas.com/products/rl78-g14,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f104bggfp-10,renesas::r5f104bggfp,Renesas,RL78,RL78/G1x,RL78/G14,R5F104BGGFP,R5F104BGGFP#10,#10,LQFP,,,LQFP,Ta = -40 to +105,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g14@36038221,https://www.renesas.com/products/rl78-g14/part-details/r5f104bggfp-10,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f104bggfp-30,renesas::r5f104bggfp,Renesas,RL78,RL78/G1x,RL78/G14,R5F104BGGFP,R5F104BGGFP#30,#30,LQFP,,,LQFP,Ta = -40 to +105,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g14@36038221,https://www.renesas.com/products/rl78-g14,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f104bggfp-50,renesas::r5f104bggfp,Renesas,RL78,RL78/G1x,RL78/G14,R5F104BGGFP,R5F104BGGFP#50,#50,LQFP,,,LQFP,Ta = -40 to +105,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g14@36038221,https://www.renesas.com/products/rl78-g14/part-details/r5f104bggfp-50,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f104bggfp-70,renesas::r5f104bggfp,Renesas,RL78,RL78/G1x,RL78/G14,R5F104BGGFP,R5F104BGGFP#70,#70,LQFP,,,LQFP,Ta = -40 to +105,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g14@36038221,https://www.renesas.com/products/rl78-g14/part-details/r5f104bggfp-70,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f104bggfp-v0,renesas::r5f104bggfp,Renesas,RL78,RL78/G1x,RL78/G14,R5F104BGGFP,R5F104BGGFP#V0,#V0,LQFP,,,LQFP,Ta = -40 to +105,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g14@36038221,https://www.renesas.com/products/rl78-g14,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f104bggfp-x0,renesas::r5f104bggfp,Renesas,RL78,RL78/G1x,RL78/G14,R5F104BGGFP,R5F104BGGFP#X0,#X0,LQFP,,,LQFP,Ta = -40 to +105,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g14@36038221,https://www.renesas.com/products/rl78-g14,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f104bggna-00,renesas::r5f104bggna,Renesas,RL78,RL78/G1x,RL78/G14,R5F104BGGNA,R5F104BGGNA#00,#00,HWQFN,,,HWQFN,Ta = -40 to +105,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g14@36038221,https://www.renesas.com/products/rl78-g14/part-details/r5f104bggna-00,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f104bggna-20,renesas::r5f104bggna,Renesas,RL78,RL78/G1x,RL78/G14,R5F104BGGNA,R5F104BGGNA#20,#20,HWQFN,,,HWQFN,Ta = -40 to +105,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g14@36038221,https://www.renesas.com/products/rl78-g14,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f104bggna-40,renesas::r5f104bggna,Renesas,RL78,RL78/G1x,RL78/G14,R5F104BGGNA,R5F104BGGNA#40,#40,HWQFN,,,HWQFN,Ta = -40 to +105,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g14@36038221,https://www.renesas.com/products/rl78-g14/part-details/r5f104bggna-40,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f104bggna-60,renesas::r5f104bggna,Renesas,RL78,RL78/G1x,RL78/G14,R5F104BGGNA,R5F104BGGNA#60,#60,HWQFN,,,HWQFN,Ta = -40 to +105,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g14@36038221,https://www.renesas.com/products/rl78-g14/part-details/r5f104bggna-60,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f104bggna-u0,renesas::r5f104bggna,Renesas,RL78,RL78/G1x,RL78/G14,R5F104BGGNA,R5F104BGGNA#U0,#U0,HWQFN,,,HWQFN,Ta = -40 to +105,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g14@36038221,https://www.renesas.com/products/rl78-g14,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f104bggna-w0,renesas::r5f104bggna,Renesas,RL78,RL78/G1x,RL78/G14,R5F104BGGNA,R5F104BGGNA#W0,#W0,HWQFN,,,HWQFN,Ta = -40 to +105,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g14@36038221,https://www.renesas.com/products/rl78-g14,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f104caala-u0,renesas::r5f104caala,Renesas,RL78,RL78/G1x,RL78/G14,R5F104CAALA,R5F104CAALA#U0,#U0,WFLGA,,,WFLGA,Ta = -40 to +85,Tape & Reel; Bulk (Tray),active,renesas:options:rl78:rl78-g14@36038221,https://www.renesas.com/products/rl78-g14/part-details/r5f104caala-u0,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f104caala-w0,renesas::r5f104caala,Renesas,RL78,RL78/G1x,RL78/G14,R5F104CAALA,R5F104CAALA#W0,#W0,WFLGA,,,WFLGA,Ta = -40 to +85,Tape & Reel; Bulk (Tray),active,renesas:options:rl78:rl78-g14@36038221,https://www.renesas.com/products/rl78-g14/part-details/r5f104caala-w0,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f104cagla-u0,renesas::r5f104cagla,Renesas,RL78,RL78/G1x,RL78/G14,R5F104CAGLA,R5F104CAGLA#U0,#U0,WFLGA,,,WFLGA,Ta = -40 to +105,Tape & Reel; Bulk (Tray),active,renesas:options:rl78:rl78-g14@36038221,https://www.renesas.com/products/rl78-g14/part-details/r5f104cagla-u0,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f104cagla-w0,renesas::r5f104cagla,Renesas,RL78,RL78/G1x,RL78/G14,R5F104CAGLA,R5F104CAGLA#W0,#W0,WFLGA,,,WFLGA,Ta = -40 to +105,Tape & Reel; Bulk (Tray),active,renesas:options:rl78:rl78-g14@36038221,https://www.renesas.com/products/rl78-g14/part-details/r5f104cagla-w0,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f104ccala-u0,renesas::r5f104ccala,Renesas,RL78,RL78/G1x,RL78/G14,R5F104CCALA,R5F104CCALA#U0,#U0,WFLGA,,,WFLGA,Ta = -40 to +85,Tape & Reel; Bulk (Tray),active,renesas:options:rl78:rl78-g14@36038221,https://www.renesas.com/products/rl78-g14/part-details/r5f104ccala-u0,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f104ccala-w0,renesas::r5f104ccala,Renesas,RL78,RL78/G1x,RL78/G14,R5F104CCALA,R5F104CCALA#W0,#W0,WFLGA,,,WFLGA,Ta = -40 to +85,Tape & Reel; Bulk (Tray),active,renesas:options:rl78:rl78-g14@36038221,https://www.renesas.com/products/rl78-g14/part-details/r5f104ccala-w0,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f104ccgla-u0,renesas::r5f104ccgla,Renesas,RL78,RL78/G1x,RL78/G14,R5F104CCGLA,R5F104CCGLA#U0,#U0,WFLGA,,,WFLGA,Ta = -40 to +105,Tape & Reel; Bulk (Tray),active,renesas:options:rl78:rl78-g14@36038221,https://www.renesas.com/products/rl78-g14/part-details/r5f104ccgla-u0,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f104ccgla-w0,renesas::r5f104ccgla,Renesas,RL78,RL78/G1x,RL78/G14,R5F104CCGLA,R5F104CCGLA#W0,#W0,WFLGA,,,WFLGA,Ta = -40 to +105,Tape & Reel; Bulk (Tray),active,renesas:options:rl78:rl78-g14@36038221,https://www.renesas.com/products/rl78-g14/part-details/r5f104ccgla-w0,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f104cdala-u0,renesas::r5f104cdala,Renesas,RL78,RL78/G1x,RL78/G14,R5F104CDALA,R5F104CDALA#U0,#U0,WFLGA,,,WFLGA,Ta = -40 to +85,Tape & Reel; Bulk (Tray),active,renesas:options:rl78:rl78-g14@36038221,https://www.renesas.com/products/rl78-g14/part-details/r5f104cdala-u0,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f104cdala-w0,renesas::r5f104cdala,Renesas,RL78,RL78/G1x,RL78/G14,R5F104CDALA,R5F104CDALA#W0,#W0,WFLGA,,,WFLGA,Ta = -40 to +85,Tape & Reel; Bulk (Tray),active,renesas:options:rl78:rl78-g14@36038221,https://www.renesas.com/products/rl78-g14/part-details/r5f104cdala-w0,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f104cdgla-u0,renesas::r5f104cdgla,Renesas,RL78,RL78/G1x,RL78/G14,R5F104CDGLA,R5F104CDGLA#U0,#U0,WFLGA,,,WFLGA,Ta = -40 to +105,Tape & Reel; Bulk (Tray),active,renesas:options:rl78:rl78-g14@36038221,https://www.renesas.com/products/rl78-g14/part-details/r5f104cdgla-u0,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f104cdgla-w0,renesas::r5f104cdgla,Renesas,RL78,RL78/G1x,RL78/G14,R5F104CDGLA,R5F104CDGLA#W0,#W0,WFLGA,,,WFLGA,Ta = -40 to +105,Tape & Reel; Bulk (Tray),active,renesas:options:rl78:rl78-g14@36038221,https://www.renesas.com/products/rl78-g14/part-details/r5f104cdgla-w0,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f104ceala-u0,renesas::r5f104ceala,Renesas,RL78,RL78/G1x,RL78/G14,R5F104CEALA,R5F104CEALA#U0,#U0,WFLGA,,,WFLGA,Ta = -40 to +85,Tape & Reel; Bulk (Tray),active,renesas:options:rl78:rl78-g14@36038221,https://www.renesas.com/products/rl78-g14/part-details/r5f104ceala-u0,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f104ceala-w0,renesas::r5f104ceala,Renesas,RL78,RL78/G1x,RL78/G14,R5F104CEALA,R5F104CEALA#W0,#W0,WFLGA,,,WFLGA,Ta = -40 to +85,Tape & Reel; Bulk (Tray),active,renesas:options:rl78:rl78-g14@36038221,https://www.renesas.com/products/rl78-g14/part-details/r5f104ceala-w0,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f104cegla-u0,renesas::r5f104cegla,Renesas,RL78,RL78/G1x,RL78/G14,R5F104CEGLA,R5F104CEGLA#U0,#U0,WFLGA,,,WFLGA,Ta = -40 to +105,Tape & Reel; Bulk (Tray),active,renesas:options:rl78:rl78-g14@36038221,https://www.renesas.com/products/rl78-g14/part-details/r5f104cegla-u0,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f104cegla-w0,renesas::r5f104cegla,Renesas,RL78,RL78/G1x,RL78/G14,R5F104CEGLA,R5F104CEGLA#W0,#W0,WFLGA,,,WFLGA,Ta = -40 to +105,Tape & Reel; Bulk (Tray),active,renesas:options:rl78:rl78-g14@36038221,https://www.renesas.com/products/rl78-g14/part-details/r5f104cegla-w0,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f104cfala-u0,renesas::r5f104cfala,Renesas,RL78,RL78/G1x,RL78/G14,R5F104CFALA,R5F104CFALA#U0,#U0,WFLGA,,,WFLGA,Ta = -40 to +85,Tape & Reel; Bulk (Tray),active,renesas:options:rl78:rl78-g14@36038221,https://www.renesas.com/products/rl78-g14/part-details/r5f104cfala-u0,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f104cfala-w0,renesas::r5f104cfala,Renesas,RL78,RL78/G1x,RL78/G14,R5F104CFALA,R5F104CFALA#W0,#W0,WFLGA,,,WFLGA,Ta = -40 to +85,Tape & Reel; Bulk (Tray),active,renesas:options:rl78:rl78-g14@36038221,https://www.renesas.com/products/rl78-g14/part-details/r5f104cfala-w0,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f104cfgla-u0,renesas::r5f104cfgla,Renesas,RL78,RL78/G1x,RL78/G14,R5F104CFGLA,R5F104CFGLA#U0,#U0,WFLGA,,,WFLGA,Ta = -40 to +105,Tape & Reel; Bulk (Tray),active,renesas:options:rl78:rl78-g14@36038221,https://www.renesas.com/products/rl78-g14/part-details/r5f104cfgla-u0,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f104cfgla-w0,renesas::r5f104cfgla,Renesas,RL78,RL78/G1x,RL78/G14,R5F104CFGLA,R5F104CFGLA#W0,#W0,WFLGA,,,WFLGA,Ta = -40 to +105,Tape & Reel; Bulk (Tray),active,renesas:options:rl78:rl78-g14@36038221,https://www.renesas.com/products/rl78-g14/part-details/r5f104cfgla-w0,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f104cgala-u0,renesas::r5f104cgala,Renesas,RL78,RL78/G1x,RL78/G14,R5F104CGALA,R5F104CGALA#U0,#U0,WFLGA,,,WFLGA,Ta = -40 to +85,Tape & Reel; Bulk (Tray),active,renesas:options:rl78:rl78-g14@36038221,https://www.renesas.com/products/rl78-g14/part-details/r5f104cgala-u0,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f104cgala-w0,renesas::r5f104cgala,Renesas,RL78,RL78/G1x,RL78/G14,R5F104CGALA,R5F104CGALA#W0,#W0,WFLGA,,,WFLGA,Ta = -40 to +85,Tape & Reel; Bulk (Tray),active,renesas:options:rl78:rl78-g14@36038221,https://www.renesas.com/products/rl78-g14/part-details/r5f104cgala-w0,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f104cggla-u0,renesas::r5f104cggla,Renesas,RL78,RL78/G1x,RL78/G14,R5F104CGGLA,R5F104CGGLA#U0,#U0,WFLGA,,,WFLGA,Ta = -40 to +105,Tape & Reel; Bulk (Tray),active,renesas:options:rl78:rl78-g14@36038221,https://www.renesas.com/products/rl78-g14/part-details/r5f104cggla-u0,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f104cggla-w0,renesas::r5f104cggla,Renesas,RL78,RL78/G1x,RL78/G14,R5F104CGGLA,R5F104CGGLA#W0,#W0,WFLGA,,,WFLGA,Ta = -40 to +105,Tape & Reel; Bulk (Tray),active,renesas:options:rl78:rl78-g14@36038221,https://www.renesas.com/products/rl78-g14/part-details/r5f104cggla-w0,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f104eaana-00,renesas::r5f104eaana,Renesas,RL78,RL78/G1x,RL78/G14,R5F104EAANA,R5F104EAANA#00,#00,HWQFN,,,HWQFN,Ta = -40 to +85,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g14@36038221,https://www.renesas.com/products/rl78-g14/part-details/r5f104eaana-00,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f104eaana-20,renesas::r5f104eaana,Renesas,RL78,RL78/G1x,RL78/G14,R5F104EAANA,R5F104EAANA#20,#20,HWQFN,,,HWQFN,Ta = -40 to +85,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g14@36038221,https://www.renesas.com/products/rl78-g14,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f104eaana-40,renesas::r5f104eaana,Renesas,RL78,RL78/G1x,RL78/G14,R5F104EAANA,R5F104EAANA#40,#40,HWQFN,,,HWQFN,Ta = -40 to +85,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g14@36038221,https://www.renesas.com/products/rl78-g14/part-details/r5f104eaana-40,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f104eaana-60,renesas::r5f104eaana,Renesas,RL78,RL78/G1x,RL78/G14,R5F104EAANA,R5F104EAANA#60,#60,HWQFN,,,HWQFN,Ta = -40 to +85,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g14@36038221,https://www.renesas.com/products/rl78-g14/part-details/r5f104eaana-60,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f104eaana-u0,renesas::r5f104eaana,Renesas,RL78,RL78/G1x,RL78/G14,R5F104EAANA,R5F104EAANA#U0,#U0,HWQFN,,,HWQFN,Ta = -40 to +85,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g14@36038221,https://www.renesas.com/products/rl78-g14,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f104eaana-w0,renesas::r5f104eaana,Renesas,RL78,RL78/G1x,RL78/G14,R5F104EAANA,R5F104EAANA#W0,#W0,HWQFN,,,HWQFN,Ta = -40 to +85,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g14@36038221,https://www.renesas.com/products/rl78-g14,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f104eadna-u0,renesas::r5f104eadna,Renesas,RL78,RL78/G1x,RL78/G14,R5F104EADNA,R5F104EADNA#U0,#U0,Package,,,Package,,,obsolete,renesas:options:rl78:rl78-g14@36038221,https://www.renesas.com/products/rl78-g14,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f104eadna-w0,renesas::r5f104eadna,Renesas,RL78,RL78/G1x,RL78/G14,R5F104EADNA,R5F104EADNA#W0,#W0,Package,,,Package,,,obsolete,renesas:options:rl78:rl78-g14@36038221,https://www.renesas.com/products/rl78-g14,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f104eagna-00,renesas::r5f104eagna,Renesas,RL78,RL78/G1x,RL78/G14,R5F104EAGNA,R5F104EAGNA#00,#00,HWQFN,,,HWQFN,Ta = -40 to +105,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g14@36038221,https://www.renesas.com/products/rl78-g14/part-details/r5f104eagna-00,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f104eagna-20,renesas::r5f104eagna,Renesas,RL78,RL78/G1x,RL78/G14,R5F104EAGNA,R5F104EAGNA#20,#20,HWQFN,,,HWQFN,Ta = -40 to +105,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g14@36038221,https://www.renesas.com/products/rl78-g14,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f104eagna-40,renesas::r5f104eagna,Renesas,RL78,RL78/G1x,RL78/G14,R5F104EAGNA,R5F104EAGNA#40,#40,HWQFN,,,HWQFN,Ta = -40 to +105,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g14@36038221,https://www.renesas.com/products/rl78-g14/part-details/r5f104eagna-40,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f104eagna-60,renesas::r5f104eagna,Renesas,RL78,RL78/G1x,RL78/G14,R5F104EAGNA,R5F104EAGNA#60,#60,HWQFN,,,HWQFN,Ta = -40 to +105,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g14@36038221,https://www.renesas.com/products/rl78-g14/part-details/r5f104eagna-60,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f104eagna-u0,renesas::r5f104eagna,Renesas,RL78,RL78/G1x,RL78/G14,R5F104EAGNA,R5F104EAGNA#U0,#U0,HWQFN,,,HWQFN,Ta = -40 to +105,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g14@36038221,https://www.renesas.com/products/rl78-g14,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f104eagna-w0,renesas::r5f104eagna,Renesas,RL78,RL78/G1x,RL78/G14,R5F104EAGNA,R5F104EAGNA#W0,#W0,HWQFN,,,HWQFN,Ta = -40 to +105,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g14@36038221,https://www.renesas.com/products/rl78-g14,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f104ecana-00,renesas::r5f104ecana,Renesas,RL78,RL78/G1x,RL78/G14,R5F104ECANA,R5F104ECANA#00,#00,HWQFN,,,HWQFN,Ta = -40 to +85,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g14@36038221,https://www.renesas.com/products/rl78-g14/part-details/r5f104ecana-00,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f104ecana-20,renesas::r5f104ecana,Renesas,RL78,RL78/G1x,RL78/G14,R5F104ECANA,R5F104ECANA#20,#20,HWQFN,,,HWQFN,Ta = -40 to +85,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g14@36038221,https://www.renesas.com/products/rl78-g14,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f104ecana-40,renesas::r5f104ecana,Renesas,RL78,RL78/G1x,RL78/G14,R5F104ECANA,R5F104ECANA#40,#40,HWQFN,,,HWQFN,Ta = -40 to +85,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g14@36038221,https://www.renesas.com/products/rl78-g14/part-details/r5f104ecana-40,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
