orderable_part_id,device_id,manufacturer,family,series,product_line,device_name,part_number,manufacturer_suffix,package_code,temperature_grade_code,packing_code,package_name,temperature_range,packing_form,lifecycle,source_id,source_url,observed_at,verification_status,decode_status
renesas::r5f100jeafa-v0,renesas::r5f100jeafa,Renesas,RL78,RL78/G1x,RL78/G13,R5F100JEAFA,R5F100JEAFA#V0,#V0,LQFP,,,LQFP,Ta = -40 to +85,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g13@36038219,https://www.renesas.com/products/rl78-g13,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f100jeafa-x0,renesas::r5f100jeafa,Renesas,RL78,RL78/G1x,RL78/G13,R5F100JEAFA,R5F100JEAFA#X0,#X0,LQFP,,,LQFP,Ta = -40 to +85,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g13@36038219,https://www.renesas.com/products/rl78-g13,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f100jedfa-30,renesas::r5f100jedfa,Renesas,RL78,RL78/G1x,RL78/G13,R5F100JEDFA,R5F100JEDFA#30,#30,Package,,,Package,,,nrnd,renesas:options:rl78:rl78-g13@36038219,https://www.renesas.com/products/rl78-g13,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f100jedfa-50,renesas::r5f100jedfa,Renesas,RL78,RL78/G1x,RL78/G13,R5F100JEDFA,R5F100JEDFA#50,#50,Package,,,Package,,,nrnd,renesas:options:rl78:rl78-g13@36038219,https://www.renesas.com/products/rl78-g13,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f100jedfa-v0,renesas::r5f100jedfa,Renesas,RL78,RL78/G1x,RL78/G13,R5F100JEDFA,R5F100JEDFA#V0,#V0,Package,,,Package,,,nrnd,renesas:options:rl78:rl78-g13@36038219,https://www.renesas.com/products/rl78-g13,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f100jedfa-x0,renesas::r5f100jedfa,Renesas,RL78,RL78/G1x,RL78/G13,R5F100JEDFA,R5F100JEDFA#X0,#X0,Package,,,Package,,,nrnd,renesas:options:rl78:rl78-g13@36038219,https://www.renesas.com/products/rl78-g13,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f100jegfa-10,renesas::r5f100jegfa,Renesas,RL78,RL78/G1x,RL78/G13,R5F100JEGFA,R5F100JEGFA#10,#10,LQFP,,,LQFP,Ta = -40 to +105,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g13@36038219,https://www.renesas.com/products/rl78-g13/part-details/r5f100jegfa-10,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f100jegfa-30,renesas::r5f100jegfa,Renesas,RL78,RL78/G1x,RL78/G13,R5F100JEGFA,R5F100JEGFA#30,#30,LQFP,,,LQFP,Ta = -40 to +105,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g13@36038219,https://www.renesas.com/products/rl78-g13,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f100jegfa-50,renesas::r5f100jegfa,Renesas,RL78,RL78/G1x,RL78/G13,R5F100JEGFA,R5F100JEGFA#50,#50,LQFP,,,LQFP,Ta = -40 to +105,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g13@36038219,https://www.renesas.com/products/rl78-g13/part-details/r5f100jegfa-50,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f100jegfa-70,renesas::r5f100jegfa,Renesas,RL78,RL78/G1x,RL78/G13,R5F100JEGFA,R5F100JEGFA#70,#70,LQFP,,,LQFP,Ta = -40 to +105,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g13@36038219,https://www.renesas.com/products/rl78-g13/part-details/r5f100jegfa-70,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f100jegfa-v0,renesas::r5f100jegfa,Renesas,RL78,RL78/G1x,RL78/G13,R5F100JEGFA,R5F100JEGFA#V0,#V0,LQFP,,,LQFP,Ta = -40 to +105,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g13@36038219,https://www.renesas.com/products/rl78-g13,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f100jegfa-x0,renesas::r5f100jegfa,Renesas,RL78,RL78/G1x,RL78/G13,R5F100JEGFA,R5F100JEGFA#X0,#X0,LQFP,,,LQFP,Ta = -40 to +105,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g13@36038219,https://www.renesas.com/products/rl78-g13,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f100jfafa-10,renesas::r5f100jfafa,Renesas,RL78,RL78/G1x,RL78/G13,R5F100JFAFA,R5F100JFAFA#10,#10,LQFP,,,LQFP,Ta = -40 to +85,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g13@36038219,https://www.renesas.com/products/rl78-g13/part-details/r5f100jfafa-10,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f100jfafa-30,renesas::r5f100jfafa,Renesas,RL78,RL78/G1x,RL78/G13,R5F100JFAFA,R5F100JFAFA#30,#30,LQFP,,,LQFP,Ta = -40 to +85,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g13@36038219,https://www.renesas.com/products/rl78-g13,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f100jfafa-50,renesas::r5f100jfafa,Renesas,RL78,RL78/G1x,RL78/G13,R5F100JFAFA,R5F100JFAFA#50,#50,LQFP,,,LQFP,Ta = -40 to +85,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g13@36038219,https://www.renesas.com/products/rl78-g13/part-details/r5f100jfafa-50,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f100jfafa-70,renesas::r5f100jfafa,Renesas,RL78,RL78/G1x,RL78/G13,R5F100JFAFA,R5F100JFAFA#70,#70,LQFP,,,LQFP,Ta = -40 to +85,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g13@36038219,https://www.renesas.com/products/rl78-g13/part-details/r5f100jfafa-70,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f100jfafa-v0,renesas::r5f100jfafa,Renesas,RL78,RL78/G1x,RL78/G13,R5F100JFAFA,R5F100JFAFA#V0,#V0,LQFP,,,LQFP,Ta = -40 to +85,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g13@36038219,https://www.renesas.com/products/rl78-g13,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f100jfafa-x0,renesas::r5f100jfafa,Renesas,RL78,RL78/G1x,RL78/G13,R5F100JFAFA,R5F100JFAFA#X0,#X0,LQFP,,,LQFP,Ta = -40 to +85,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g13@36038219,https://www.renesas.com/products/rl78-g13,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f100jfdfa-30,renesas::r5f100jfdfa,Renesas,RL78,RL78/G1x,RL78/G13,R5F100JFDFA,R5F100JFDFA#30,#30,Package,,,Package,,,nrnd,renesas:options:rl78:rl78-g13@36038219,https://www.renesas.com/products/rl78-g13,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f100jfdfa-50,renesas::r5f100jfdfa,Renesas,RL78,RL78/G1x,RL78/G13,R5F100JFDFA,R5F100JFDFA#50,#50,Package,,,Package,,,nrnd,renesas:options:rl78:rl78-g13@36038219,https://www.renesas.com/products/rl78-g13,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f100jfdfa-v0,renesas::r5f100jfdfa,Renesas,RL78,RL78/G1x,RL78/G13,R5F100JFDFA,R5F100JFDFA#V0,#V0,Package,,,Package,,,nrnd,renesas:options:rl78:rl78-g13@36038219,https://www.renesas.com/products/rl78-g13,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f100jfdfa-x0,renesas::r5f100jfdfa,Renesas,RL78,RL78/G1x,RL78/G13,R5F100JFDFA,R5F100JFDFA#X0,#X0,Package,,,Package,,,nrnd,renesas:options:rl78:rl78-g13@36038219,https://www.renesas.com/products/rl78-g13,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f100jfgfa-10,renesas::r5f100jfgfa,Renesas,RL78,RL78/G1x,RL78/G13,R5F100JFGFA,R5F100JFGFA#10,#10,LQFP,,,LQFP,Ta = -40 to +105,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g13@36038219,https://www.renesas.com/products/rl78-g13/part-details/r5f100jfgfa-10,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f100jfgfa-30,renesas::r5f100jfgfa,Renesas,RL78,RL78/G1x,RL78/G13,R5F100JFGFA,R5F100JFGFA#30,#30,LQFP,,,LQFP,Ta = -40 to +105,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g13@36038219,https://www.renesas.com/products/rl78-g13,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f100jfgfa-50,renesas::r5f100jfgfa,Renesas,RL78,RL78/G1x,RL78/G13,R5F100JFGFA,R5F100JFGFA#50,#50,LQFP,,,LQFP,Ta = -40 to +105,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g13@36038219,https://www.renesas.com/products/rl78-g13/part-details/r5f100jfgfa-50,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f100jfgfa-70,renesas::r5f100jfgfa,Renesas,RL78,RL78/G1x,RL78/G13,R5F100JFGFA,R5F100JFGFA#70,#70,LQFP,,,LQFP,Ta = -40 to +105,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g13@36038219,https://www.renesas.com/products/rl78-g13/part-details/r5f100jfgfa-70,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f100jfgfa-v0,renesas::r5f100jfgfa,Renesas,RL78,RL78/G1x,RL78/G13,R5F100JFGFA,R5F100JFGFA#V0,#V0,LQFP,,,LQFP,Ta = -40 to +105,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g13@36038219,https://www.renesas.com/products/rl78-g13,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f100jfgfa-x0,renesas::r5f100jfgfa,Renesas,RL78,RL78/G1x,RL78/G13,R5F100JFGFA,R5F100JFGFA#X0,#X0,LQFP,,,LQFP,Ta = -40 to +105,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g13@36038219,https://www.renesas.com/products/rl78-g13,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f100jgafa-10,renesas::r5f100jgafa,Renesas,RL78,RL78/G1x,RL78/G13,R5F100JGAFA,R5F100JGAFA#10,#10,LQFP,,,LQFP,Ta = -40 to +85,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g13@36038219,https://www.renesas.com/products/rl78-g13/part-details/r5f100jgafa-10,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f100jgafa-30,renesas::r5f100jgafa,Renesas,RL78,RL78/G1x,RL78/G13,R5F100JGAFA,R5F100JGAFA#30,#30,LQFP,,,LQFP,Ta = -40 to +85,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g13@36038219,https://www.renesas.com/products/rl78-g13,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f100jgafa-50,renesas::r5f100jgafa,Renesas,RL78,RL78/G1x,RL78/G13,R5F100JGAFA,R5F100JGAFA#50,#50,LQFP,,,LQFP,Ta = -40 to +85,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g13@36038219,https://www.renesas.com/products/rl78-g13/part-details/r5f100jgafa-50,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f100jgafa-70,renesas::r5f100jgafa,Renesas,RL78,RL78/G1x,RL78/G13,R5F100JGAFA,R5F100JGAFA#70,#70,LQFP,,,LQFP,Ta = -40 to +85,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g13@36038219,https://www.renesas.com/products/rl78-g13/part-details/r5f100jgafa-70,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f100jgafa-v0,renesas::r5f100jgafa,Renesas,RL78,RL78/G1x,RL78/G13,R5F100JGAFA,R5F100JGAFA#V0,#V0,LQFP,,,LQFP,Ta = -40 to +85,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g13@36038219,https://www.renesas.com/products/rl78-g13,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f100jgafa-x0,renesas::r5f100jgafa,Renesas,RL78,RL78/G1x,RL78/G13,R5F100JGAFA,R5F100JGAFA#X0,#X0,LQFP,,,LQFP,Ta = -40 to +85,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g13@36038219,https://www.renesas.com/products/rl78-g13,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f100jgdfa-30,renesas::r5f100jgdfa,Renesas,RL78,RL78/G1x,RL78/G13,R5F100JGDFA,R5F100JGDFA#30,#30,Package,,,Package,,,nrnd,renesas:options:rl78:rl78-g13@36038219,https://www.renesas.com/products/rl78-g13,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f100jgdfa-50,renesas::r5f100jgdfa,Renesas,RL78,RL78/G1x,RL78/G13,R5F100JGDFA,R5F100JGDFA#50,#50,Package,,,Package,,,nrnd,renesas:options:rl78:rl78-g13@36038219,https://www.renesas.com/products/rl78-g13,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f100jgdfa-v0,renesas::r5f100jgdfa,Renesas,RL78,RL78/G1x,RL78/G13,R5F100JGDFA,R5F100JGDFA#V0,#V0,Package,,,Package,,,nrnd,renesas:options:rl78:rl78-g13@36038219,https://www.renesas.com/products/rl78-g13,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f100jgdfa-x0,renesas::r5f100jgdfa,Renesas,RL78,RL78/G1x,RL78/G13,R5F100JGDFA,R5F100JGDFA#X0,#X0,Package,,,Package,,,nrnd,renesas:options:rl78:rl78-g13@36038219,https://www.renesas.com/products/rl78-g13,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f100jggfa-10,renesas::r5f100jggfa,Renesas,RL78,RL78/G1x,RL78/G13,R5F100JGGFA,R5F100JGGFA#10,#10,LQFP,,,LQFP,Ta = -40 to +105,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g13@36038219,https://www.renesas.com/products/rl78-g13/part-details/r5f100jggfa-10,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f100jggfa-30,renesas::r5f100jggfa,Renesas,RL78,RL78/G1x,RL78/G13,R5F100JGGFA,R5F100JGGFA#30,#30,LQFP,,,LQFP,Ta = -40 to +105,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g13@36038219,https://www.renesas.com/products/rl78-g13,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f100jggfa-50,renesas::r5f100jggfa,Renesas,RL78,RL78/G1x,RL78/G13,R5F100JGGFA,R5F100JGGFA#50,#50,LQFP,,,LQFP,Ta = -40 to +105,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g13@36038219,https://www.renesas.com/products/rl78-g13/part-details/r5f100jggfa-50,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f100jggfa-70,renesas::r5f100jggfa,Renesas,RL78,RL78/G1x,RL78/G13,R5F100JGGFA,R5F100JGGFA#70,#70,LQFP,,,LQFP,Ta = -40 to +105,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g13@36038219,https://www.renesas.com/products/rl78-g13/part-details/r5f100jggfa-70,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f100jggfa-v0,renesas::r5f100jggfa,Renesas,RL78,RL78/G1x,RL78/G13,R5F100JGGFA,R5F100JGGFA#V0,#V0,LQFP,,,LQFP,Ta = -40 to +105,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g13@36038219,https://www.renesas.com/products/rl78-g13,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f100jggfa-x0,renesas::r5f100jggfa,Renesas,RL78,RL78/G1x,RL78/G13,R5F100JGGFA,R5F100JGGFA#X0,#X0,LQFP,,,LQFP,Ta = -40 to +105,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g13@36038219,https://www.renesas.com/products/rl78-g13,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f100jhafa-10,renesas::r5f100jhafa,Renesas,RL78,RL78/G1x,RL78/G13,R5F100JHAFA,R5F100JHAFA#10,#10,LQFP,,,LQFP,Ta = -40 to +85,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g13@36038219,https://www.renesas.com/products/rl78-g13/part-details/r5f100jhafa-10,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f100jhafa-30,renesas::r5f100jhafa,Renesas,RL78,RL78/G1x,RL78/G13,R5F100JHAFA,R5F100JHAFA#30,#30,LQFP,,,LQFP,Ta = -40 to +85,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g13@36038219,https://www.renesas.com/products/rl78-g13,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f100jhafa-50,renesas::r5f100jhafa,Renesas,RL78,RL78/G1x,RL78/G13,R5F100JHAFA,R5F100JHAFA#50,#50,LQFP,,,LQFP,Ta = -40 to +85,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g13@36038219,https://www.renesas.com/products/rl78-g13/part-details/r5f100jhafa-50,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f100jhafa-70,renesas::r5f100jhafa,Renesas,RL78,RL78/G1x,RL78/G13,R5F100JHAFA,R5F100JHAFA#70,#70,LQFP,,,LQFP,Ta = -40 to +85,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g13@36038219,https://www.renesas.com/products/rl78-g13/part-details/r5f100jhafa-70,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f100jhafa-v0,renesas::r5f100jhafa,Renesas,RL78,RL78/G1x,RL78/G13,R5F100JHAFA,R5F100JHAFA#V0,#V0,LQFP,,,LQFP,Ta = -40 to +85,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g13@36038219,https://www.renesas.com/products/rl78-g13,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f100jhafa-x0,renesas::r5f100jhafa,Renesas,RL78,RL78/G1x,RL78/G13,R5F100JHAFA,R5F100JHAFA#X0,#X0,LQFP,,,LQFP,Ta = -40 to +85,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g13@36038219,https://www.renesas.com/products/rl78-g13,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f100jhdfa-30,renesas::r5f100jhdfa,Renesas,RL78,RL78/G1x,RL78/G13,R5F100JHDFA,R5F100JHDFA#30,#30,Package,,,Package,,,nrnd,renesas:options:rl78:rl78-g13@36038219,https://www.renesas.com/products/rl78-g13,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f100jhdfa-50,renesas::r5f100jhdfa,Renesas,RL78,RL78/G1x,RL78/G13,R5F100JHDFA,R5F100JHDFA#50,#50,Package,,,Package,,,nrnd,renesas:options:rl78:rl78-g13@36038219,https://www.renesas.com/products/rl78-g13,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f100jhdfa-v0,renesas::r5f100jhdfa,Renesas,RL78,RL78/G1x,RL78/G13,R5F100JHDFA,R5F100JHDFA#V0,#V0,Package,,,Package,,,nrnd,renesas:options:rl78:rl78-g13@36038219,https://www.renesas.com/products/rl78-g13,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f100jhdfa-x0,renesas::r5f100jhdfa,Renesas,RL78,RL78/G1x,RL78/G13,R5F100JHDFA,R5F100JHDFA#X0,#X0,Package,,,Package,,,nrnd,renesas:options:rl78:rl78-g13@36038219,https://www.renesas.com/products/rl78-g13,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f100jhgfa-10,renesas::r5f100jhgfa,Renesas,RL78,RL78/G1x,RL78/G13,R5F100JHGFA,R5F100JHGFA#10,#10,LQFP,,,LQFP,Ta = -40 to +105,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g13@36038219,https://www.renesas.com/products/rl78-g13/part-details/r5f100jhgfa-10,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f100jhgfa-30,renesas::r5f100jhgfa,Renesas,RL78,RL78/G1x,RL78/G13,R5F100JHGFA,R5F100JHGFA#30,#30,LQFP,,,LQFP,Ta = -40 to +105,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g13@36038219,https://www.renesas.com/products/rl78-g13,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f100jhgfa-50,renesas::r5f100jhgfa,Renesas,RL78,RL78/G1x,RL78/G13,R5F100JHGFA,R5F100JHGFA#50,#50,LQFP,,,LQFP,Ta = -40 to +105,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g13@36038219,https://www.renesas.com/products/rl78-g13/part-details/r5f100jhgfa-50,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f100jhgfa-70,renesas::r5f100jhgfa,Renesas,RL78,RL78/G1x,RL78/G13,R5F100JHGFA,R5F100JHGFA#70,#70,LQFP,,,LQFP,Ta = -40 to +105,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g13@36038219,https://www.renesas.com/products/rl78-g13/part-details/r5f100jhgfa-70,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f100jhgfa-v0,renesas::r5f100jhgfa,Renesas,RL78,RL78/G1x,RL78/G13,R5F100JHGFA,R5F100JHGFA#V0,#V0,LQFP,,,LQFP,Ta = -40 to +105,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g13@36038219,https://www.renesas.com/products/rl78-g13,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f100jhgfa-x0,renesas::r5f100jhgfa,Renesas,RL78,RL78/G1x,RL78/G13,R5F100JHGFA,R5F100JHGFA#X0,#X0,LQFP,,,LQFP,Ta = -40 to +105,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g13@36038219,https://www.renesas.com/products/rl78-g13,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f100jjafa-10,renesas::r5f100jjafa,Renesas,RL78,RL78/G1x,RL78/G13,R5F100JJAFA,R5F100JJAFA#10,#10,LQFP,,,LQFP,Ta = -40 to +85,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g13@36038219,https://www.renesas.com/products/rl78-g13/part-details/r5f100jjafa-10,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f100jjafa-30,renesas::r5f100jjafa,Renesas,RL78,RL78/G1x,RL78/G13,R5F100JJAFA,R5F100JJAFA#30,#30,LQFP,,,LQFP,Ta = -40 to +85,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g13@36038219,https://www.renesas.com/products/rl78-g13,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r5f100jjafa-50,renesas::r5f100jjafa,Renesas,RL78,RL78/G1x,RL78/G13,R5F100JJAFA,R5F100JJAFA#50,#50,LQFP,,,LQFP,Ta = -40 to +85,Full Tray (Tray); Full Carton (Tray); Tape & Reel,active,renesas:options:rl78:rl78-g13@36038219,https://www.renesas.com/products/rl78-g13/part-details/r5f100jjafa-50,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
