device_id,device_name,field_name,previous_value,cubemx_value,resolution,source_path
stmicroelectronics::stm32f429iehx,STM32F429IEHx,pin_counts,176,201,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\STM32F429I(E-G-I)Hx.xml
stmicroelectronics::stm32f429ietx,STM32F429IETx,package_types,QFP,LQFP176,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f429ighx,STM32F429IGHx,package_types,BGA,UFBGA176,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f429ighx,STM32F429IGHx,pin_counts,176,201,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\STM32F429I(E-G-I)Hx.xml
stmicroelectronics::stm32f429igtx,STM32F429IGTx,package_types,QFP,LQFP176,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f429iihx,STM32F429IIHx,package_types,BGA,UFBGA176,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f429iihx,STM32F429IIHx,pin_counts,176,201,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\STM32F429I(E-G-I)Hx.xml
stmicroelectronics::stm32f429iitx,STM32F429IITx,package_types,QFP,LQFP176,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f429nehx,STM32F429NEHx,package_types,BGA,TFBGA216,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f429nghx,STM32F429NGHx,package_types,BGA,TFBGA216,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f429nihx,STM32F429NIHx,package_types,BGA,TFBGA216,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f429vetx,STM32F429VETx,package_types,QFP,LQFP100,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f429vgtx,STM32F429VGTx,package_types,QFP,LQFP100,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f429vitx,STM32F429VITx,package_types,QFP,LQFP100,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f429zetx,STM32F429ZETx,package_types,QFP,LQFP144,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f429zgtx,STM32F429ZGTx,package_types,QFP,LQFP144,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f429zgyx,STM32F429ZGYx,package_types,CSP,WLCSP143,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f429zitx,STM32F429ZITx,package_types,QFP,LQFP144,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f429ziyx,STM32F429ZIYx,package_types,CSP,WLCSP143,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f437aihx,STM32F437AIHx,package_types,BGA,UFBGA169,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f437ighx,STM32F437IGHx,package_types,BGA,UFBGA176,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f437ighx,STM32F437IGHx,pin_counts,176,201,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\STM32F437I(G-I)Hx.xml
stmicroelectronics::stm32f437igtx,STM32F437IGTx,package_types,QFP,LQFP176,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f437iihx,STM32F437IIHx,package_types,BGA,UFBGA176,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f437iihx,STM32F437IIHx,pin_counts,176,201,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\STM32F437I(G-I)Hx.xml
stmicroelectronics::stm32f437iitx,STM32F437IITx,package_types,QFP,LQFP176,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f437vgtx,STM32F437VGTx,package_types,QFP,LQFP100,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f437vitx,STM32F437VITx,package_types,QFP,LQFP100,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f437zgtx,STM32F437ZGTx,package_types,QFP,LQFP144,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f437zitx,STM32F437ZITx,package_types,QFP,LQFP144,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f439aihx,STM32F439AIHx,package_types,BGA,UFBGA169,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f439bgtx,STM32F439BGTx,package_types,QFP,LQFP208,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f439bitx,STM32F439BITx,package_types,QFP,LQFP208,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f439ighx,STM32F439IGHx,package_types,BGA,UFBGA176,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f439ighx,STM32F439IGHx,pin_counts,176,201,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\STM32F439I(G-I)Hx.xml
stmicroelectronics::stm32f439igtx,STM32F439IGTx,package_types,QFP,LQFP176,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f439iihx,STM32F439IIHx,package_types,BGA,UFBGA176,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f439iihx,STM32F439IIHx,pin_counts,176,201,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\STM32F439I(G-I)Hx.xml
stmicroelectronics::stm32f439iitx,STM32F439IITx,package_types,QFP,LQFP176,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f439nghx,STM32F439NGHx,package_types,BGA,TFBGA216,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f439nihx,STM32F439NIHx,package_types,BGA,TFBGA216,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f439vgtx,STM32F439VGTx,package_types,QFP,LQFP100,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f439vitx,STM32F439VITx,package_types,QFP,LQFP100,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f439zgtx,STM32F439ZGTx,package_types,QFP,LQFP144,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f439zgyx,STM32F439ZGYx,package_types,CSP,WLCSP143,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f439zitx,STM32F439ZITx,package_types,QFP,LQFP144,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f439ziyx,STM32F439ZIYx,package_types,CSP,WLCSP143,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f446mcyx,STM32F446MCYx,package_types,QFP,WLCSP81,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f446mcyx,STM32F446MCYx,pin_counts,100,81,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\STM32F446M(C-E)Yx.xml
stmicroelectronics::stm32f446meyx,STM32F446MEYx,package_types,QFP,WLCSP81,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f446meyx,STM32F446MEYx,pin_counts,100,81,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\STM32F446M(C-E)Yx.xml
stmicroelectronics::stm32f446rctx,STM32F446RCTx,package_types,QFP,LQFP64,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f446rctx,STM32F446RCTx,pin_counts,100,64,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\STM32F446R(C-E)Tx.xml
stmicroelectronics::stm32f446retx,STM32F446RETx,package_types,QFP,LQFP64,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f446retx,STM32F446RETx,pin_counts,100,64,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\STM32F446R(C-E)Tx.xml
stmicroelectronics::stm32f446vctx,STM32F446VCTx,package_types,QFP,LQFP100,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f446vetx,STM32F446VETx,package_types,QFP,LQFP100,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f446zchx,STM32F446ZCHx,package_types,BGA,UFBGA144,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f446zcjx,STM32F446ZCJx,package_types,BGA,UFBGA144,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f446zctx,STM32F446ZCTx,package_types,QFP,LQFP144,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f446zehx,STM32F446ZEHx,package_types,BGA,UFBGA144,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f446zejx,STM32F446ZEJx,package_types,BGA,UFBGA144,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f446zetx,STM32F446ZETx,package_types,QFP,LQFP144,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f469aehx,STM32F469AEHx,ram_bytes,327680,393216,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f469aehx,STM32F469AEHx,package_types,BGA,UFBGA169,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f469aehx,STM32F469AEHx,pin_counts,168,169,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\STM32F469A(E-G-I)Hx.xml
stmicroelectronics::stm32f469aeyx,STM32F469AEYx,ram_bytes,327680,393216,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f469aeyx,STM32F469AEYx,package_types,CSP,WLCSP168,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f469aghx,STM32F469AGHx,ram_bytes,327680,393216,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f469aghx,STM32F469AGHx,package_types,BGA,UFBGA169,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f469aghx,STM32F469AGHx,pin_counts,168,169,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\STM32F469A(E-G-I)Hx.xml
stmicroelectronics::stm32f469agyx,STM32F469AGYx,ram_bytes,327680,393216,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f469agyx,STM32F469AGYx,package_types,CSP,WLCSP168,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f469aihx,STM32F469AIHx,ram_bytes,327680,393216,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f469aihx,STM32F469AIHx,package_types,BGA,UFBGA169,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f469aihx,STM32F469AIHx,pin_counts,168,169,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\STM32F469A(E-G-I)Hx.xml
stmicroelectronics::stm32f469aiyx,STM32F469AIYx,ram_bytes,327680,393216,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f469aiyx,STM32F469AIYx,package_types,CSP,WLCSP168,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f469betx,STM32F469BETx,ram_bytes,327680,393216,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f469betx,STM32F469BETx,package_types,QFP,LQFP208,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f469bgtx,STM32F469BGTx,ram_bytes,327680,393216,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f469bgtx,STM32F469BGTx,package_types,QFP,LQFP208,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f469bitx,STM32F469BITx,ram_bytes,327680,393216,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f469bitx,STM32F469BITx,package_types,QFP,LQFP208,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f469iehx,STM32F469IEHx,ram_bytes,327680,393216,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f469iehx,STM32F469IEHx,package_types,BGA,UFBGA176,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f469iehx,STM32F469IEHx,pin_counts,176,201,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\STM32F469I(E-G-I)Hx.xml
stmicroelectronics::stm32f469ietx,STM32F469IETx,ram_bytes,327680,393216,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f469ietx,STM32F469IETx,package_types,QFP,LQFP176,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f469ighx,STM32F469IGHx,ram_bytes,327680,393216,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f469ighx,STM32F469IGHx,package_types,BGA,UFBGA176,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f469ighx,STM32F469IGHx,pin_counts,176,201,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\STM32F469I(E-G-I)Hx.xml
stmicroelectronics::stm32f469igtx,STM32F469IGTx,ram_bytes,327680,393216,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f469igtx,STM32F469IGTx,package_types,QFP,LQFP176,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f469iihx,STM32F469IIHx,ram_bytes,327680,393216,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f469iihx,STM32F469IIHx,package_types,BGA,UFBGA176,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f469iihx,STM32F469IIHx,pin_counts,176,201,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\STM32F469I(E-G-I)Hx.xml
stmicroelectronics::stm32f469iitx,STM32F469IITx,ram_bytes,327680,393216,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f469iitx,STM32F469IITx,package_types,QFP,LQFP176,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f469nehx,STM32F469NEHx,ram_bytes,327680,393216,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f469nehx,STM32F469NEHx,package_types,BGA,TFBGA216,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f469nghx,STM32F469NGHx,ram_bytes,327680,393216,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f469nghx,STM32F469NGHx,package_types,BGA,TFBGA216,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f469nihx,STM32F469NIHx,ram_bytes,327680,393216,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f469nihx,STM32F469NIHx,package_types,BGA,TFBGA216,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f469vetx,STM32F469VETx,ram_bytes,327680,393216,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f469vetx,STM32F469VETx,package_types,QFP,LQFP100,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f469vgtx,STM32F469VGTx,ram_bytes,327680,393216,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f469vgtx,STM32F469VGTx,package_types,QFP,LQFP100,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f469vitx,STM32F469VITx,ram_bytes,327680,393216,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f469vitx,STM32F469VITx,package_types,QFP,LQFP100,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f469zetx,STM32F469ZETx,ram_bytes,327680,393216,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f469zetx,STM32F469ZETx,package_types,QFP,LQFP144,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f469zgtx,STM32F469ZGTx,ram_bytes,327680,393216,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f469zgtx,STM32F469ZGTx,package_types,QFP,LQFP144,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f469zitx,STM32F469ZITx,ram_bytes,327680,393216,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f469zitx,STM32F469ZITx,package_types,QFP,LQFP144,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f479aghx,STM32F479AGHx,ram_bytes,327680,393216,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f479aghx,STM32F479AGHx,package_types,BGA,UFBGA169,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f479aghx,STM32F479AGHx,pin_counts,168,169,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\STM32F479A(G-I)Hx.xml
stmicroelectronics::stm32f479agyx,STM32F479AGYx,ram_bytes,327680,393216,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f479agyx,STM32F479AGYx,package_types,CSP,WLCSP168,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f479aihx,STM32F479AIHx,ram_bytes,327680,393216,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f479aihx,STM32F479AIHx,package_types,BGA,UFBGA169,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f479aihx,STM32F479AIHx,pin_counts,168,169,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\STM32F479A(G-I)Hx.xml
stmicroelectronics::stm32f479aiyx,STM32F479AIYx,ram_bytes,327680,393216,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f479aiyx,STM32F479AIYx,package_types,CSP,WLCSP168,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f479bgtx,STM32F479BGTx,ram_bytes,327680,393216,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f479bgtx,STM32F479BGTx,package_types,QFP,LQFP208,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f479bitx,STM32F479BITx,ram_bytes,327680,393216,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f479bitx,STM32F479BITx,package_types,QFP,LQFP208,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f479ighx,STM32F479IGHx,ram_bytes,327680,393216,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f479ighx,STM32F479IGHx,package_types,BGA,UFBGA176,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f479ighx,STM32F479IGHx,pin_counts,176,201,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\STM32F479I(G-I)Hx.xml
stmicroelectronics::stm32f479igtx,STM32F479IGTx,ram_bytes,327680,393216,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f479igtx,STM32F479IGTx,package_types,QFP,LQFP176,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f479iihx,STM32F479IIHx,ram_bytes,327680,393216,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f479iihx,STM32F479IIHx,package_types,BGA,UFBGA176,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f479iihx,STM32F479IIHx,pin_counts,176,201,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\STM32F479I(G-I)Hx.xml
stmicroelectronics::stm32f479iitx,STM32F479IITx,ram_bytes,327680,393216,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
stmicroelectronics::stm32f479iitx,STM32F479IITx,package_types,QFP,LQFP176,cubemx_official_device_db_preferred,C:\Users\confl\AppData\Local\Programs\STM32CubeMX\db\mcu\families.xml
