pack_vendor,pack_name,pack_version,pdsc_url,deprecated,replacement,index_timestamp,selected_for_import,fetch_status,device_count,error
NXP,MKL03Z4_DFP,10.0.1,https://mcuxpresso.nxp.com/cmsis_pack/repo/NXP.MKL03Z4_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
NXP,LPC54101_DFP,12.0.1,https://mcuxpresso.nxp.com/cmsis_pack/repo/NXP.LPC54101_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
NXP,LPC54102_DFP,12.0.1,https://mcuxpresso.nxp.com/cmsis_pack/repo/NXP.LPC54102_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
NXP,LPC54113_DFP,13.0.0,https://mcuxpresso.nxp.com/cmsis_pack/repo/NXP.LPC54113_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
NXP,LPC54114_DFP,13.0.0,https://mcuxpresso.nxp.com/cmsis_pack/repo/NXP.LPC54114_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
NXP,MK24F12_DFP,14.0.0,https://mcuxpresso.nxp.com/cmsis_pack/repo/NXP.MK24F12_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
NXP,MK26F18_DFP,14.0.0,https://mcuxpresso.nxp.com/cmsis_pack/repo/NXP.MK26F18_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
NXP,MK27F15_DFP,12.0.0,https://mcuxpresso.nxp.com/cmsis_pack/repo/NXP.MK27F15_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
NXP,MK27FA15_DFP,13.0.0,https://mcuxpresso.nxp.com/cmsis_pack/repo/NXP.MK27FA15_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
NXP,MK28F15_DFP,12.0.0,https://mcuxpresso.nxp.com/cmsis_pack/repo/NXP.MK28F15_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
NXP,MK28FA15_DFP,13.0.0,https://mcuxpresso.nxp.com/cmsis_pack/repo/NXP.MK28FA15_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
NXP,MK63F12_DFP,14.0.0,https://mcuxpresso.nxp.com/cmsis_pack/repo/NXP.MK63F12_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
NXP,MK64F12_DFP,14.0.0,https://mcuxpresso.nxp.com/cmsis_pack/repo/NXP.MK64F12_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
NXP,MK65F18_DFP,14.0.0,https://mcuxpresso.nxp.com/cmsis_pack/repo/NXP.MK65F18_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
NXP,MK66F18_DFP,14.0.0,https://mcuxpresso.nxp.com/cmsis_pack/repo/NXP.MK66F18_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
NXP,MK80F25615_DFP,12.2.0,https://mcuxpresso.nxp.com/cmsis_pack/repo/NXP.MK80F25615_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
NXP,MK82F25615_DFP,12.2.0,https://mcuxpresso.nxp.com/cmsis_pack/repo/NXP.MK82F25615_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
NXP,MKE04Z1284_DFP,14.0.0,https://mcuxpresso.nxp.com/cmsis_pack/repo/NXP.MKE04Z1284_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
NXP,MKE04Z4_DFP,14.0.0,https://mcuxpresso.nxp.com/cmsis_pack/repo/NXP.MKE04Z4_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
NXP,MKE06Z4_DFP,14.0.0,https://mcuxpresso.nxp.com/cmsis_pack/repo/NXP.MKE06Z4_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
NXP,MKE14F16_DFP,12.2.0,https://mcuxpresso.nxp.com/cmsis_pack/repo/NXP.MKE14F16_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
NXP,MKE16F16_DFP,12.2.0,https://mcuxpresso.nxp.com/cmsis_pack/repo/NXP.MKE16F16_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
NXP,MKE18F16_DFP,12.2.0,https://mcuxpresso.nxp.com/cmsis_pack/repo/NXP.MKE18F16_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
NXP,MKL13Z644_DFP,12.2.0,https://mcuxpresso.nxp.com/cmsis_pack/repo/NXP.MKL13Z644_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
NXP,MKL17Z4_DFP,12.2.0,https://mcuxpresso.nxp.com/cmsis_pack/repo/NXP.MKL17Z4_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
NXP,MKL17Z644_DFP,13.0.0,https://mcuxpresso.nxp.com/cmsis_pack/repo/NXP.MKL17Z644_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
NXP,MKL26Z4_DFP,10.0.3,https://mcuxpresso.nxp.com/cmsis_pack/repo/NXP.MKL26Z4_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
NXP,MKL27Z4_DFP,12.2.0,https://mcuxpresso.nxp.com/cmsis_pack/repo/NXP.MKL27Z4_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
NXP,MKL27Z644_DFP,13.0.0,https://mcuxpresso.nxp.com/cmsis_pack/repo/NXP.MKL27Z644_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
NXP,MKL28Z7_DFP,11.0.1,https://mcuxpresso.nxp.com/cmsis_pack/repo/NXP.MKL28Z7_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
NXP,MKL33Z4_DFP,12.2.0,https://mcuxpresso.nxp.com/cmsis_pack/repo/NXP.MKL33Z4_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
NXP,MKL33Z644_DFP,12.2.0,https://mcuxpresso.nxp.com/cmsis_pack/repo/NXP.MKL33Z644_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
NXP,MKL34Z4_DFP,10.0.3,https://mcuxpresso.nxp.com/cmsis_pack/repo/NXP.MKL34Z4_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
NXP,MKL36Z4_DFP,10.0.3,https://mcuxpresso.nxp.com/cmsis_pack/repo/NXP.MKL36Z4_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
NXP,MKL43Z4_DFP,12.2.0,https://mcuxpresso.nxp.com/cmsis_pack/repo/NXP.MKL43Z4_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
NXP,MKL46Z4_DFP,10.0.3,https://mcuxpresso.nxp.com/cmsis_pack/repo/NXP.MKL46Z4_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
NXP,MKL82Z7_DFP,11.0.1,https://mcuxpresso.nxp.com/cmsis_pack/repo/NXP.MKL82Z7_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
NXP,MKS20F12_DFP,10.0.3,https://mcuxpresso.nxp.com/cmsis_pack/repo/NXP.MKS20F12_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
NXP,MKS22F12_DFP,10.0.3,https://mcuxpresso.nxp.com/cmsis_pack/repo/NXP.MKS22F12_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
NXP,MKV42F16_DFP,12.2.0,https://mcuxpresso.nxp.com/cmsis_pack/repo/NXP.MKV42F16_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
NXP,MKV44F16_DFP,12.2.0,https://mcuxpresso.nxp.com/cmsis_pack/repo/NXP.MKV44F16_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
NXP,MKV46F16_DFP,12.2.0,https://mcuxpresso.nxp.com/cmsis_pack/repo/NXP.MKV46F16_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
NXP,MKV56F24_DFP,12.2.0,https://mcuxpresso.nxp.com/cmsis_pack/repo/NXP.MKV56F24_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
NXP,MKV58F24_DFP,12.2.0,https://mcuxpresso.nxp.com/cmsis_pack/repo/NXP.MKV58F24_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
NXP,LPC8N04_DFP,12.2.0,https://mcuxpresso.nxp.com/cmsis_pack/repo/NXP.LPC8N04_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
NXP,MIMXRT1062X_DFP,14.0.0,https://mcuxpresso.nxp.com/cmsis_pack/repo/NXP.MIMXRT1062X_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
NXP,MIMXRT1061X_DFP,14.0.0,https://mcuxpresso.nxp.com/cmsis_pack/repo/NXP.MIMXRT1061X_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
SILAN,SC32F5632_DFP,1.1.1,https://github.com/Silanpack/Pack/raw/main/SILAN.SC32F5632_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
SILAN,SC32F58xx_DFP,1.4.0,https://github.com/Silanpack/Pack/raw/main/SILAN.SC32F58xx_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
SILAN,SPC7L64A_DFP,1.1.1,https://github.com/Silanpack/Pack/raw/main/SILAN.SPC7L64A_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
SONiX,SN32F7_DFP,1.5.7,https://liveupdate.sonix.com.tw/sonix/develop_tool/MCU/DFP/SONiX.SN32F7_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
SONiX,SN32F2_DFP,1.3.6,https://liveupdate.sonix.com.tw/sonix/develop_tool/MCU/DFP/SONiX.SN32F2_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
SONiX,SN32F8_DFP,1.0.1,https://liveupdate.sonix.com.tw/sonix/develop_tool/MCU/DFP/SONiX.SN32F8_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
SONiX,SN32F1_DFP,1.1.2,https://liveupdate.sonix.com.tw/sonix/develop_tool/MCU/DFP/SONiX.SN32F1_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
TexasInstruments,MSP432P4xx_DFP,3.2.6,https://software-dl.ti.com/msp430/msp430_public_sw/mcu/msp430/msp432cmsis/latest/exports/TexasInstruments.MSP432P4xx_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
TexasInstruments,MSP432E4_DFP,3.2.6,https://software-dl.ti.com/msp430/msp430_public_sw/mcu/msp430/msp432cmsis/latest/exports/TexasInstruments.MSP432E4_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
Toshiba,TXZ4Aplus-M4G1_DFP,1.0.1,https://toshiba.semicon-storage.com/content/dam/toshiba-ss/shared/docs/product/micro/device-family-Pack/Toshiba.TXZ4Aplus-M4G1_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
Toshiba,TXZ4Aplus-M4N1_DFP,1.0.1,https://toshiba.semicon-storage.com/content/dam/toshiba-ss/shared/docs/product/micro/device-family-Pack/Toshiba.TXZ4Aplus-M4N1_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
Toshiba,TX03-M3U_DFP,1.0.0,https://toshiba.semicon-storage.com/content/dam/toshiba-ss/shared/docs/product/micro/device-family-Pack/Toshiba.TX03-M3U_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
Toshiba,TX03-M3V_DFP,1.0.0,https://toshiba.semicon-storage.com/content/dam/toshiba-ss/shared/docs/product/micro/device-family-Pack/Toshiba.TX03-M3V_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
Toshiba,TXZ4-M4K2_DFP,1.0.1,https://toshiba.semicon-storage.com/content/dam/toshiba-ss/shared/docs/product/micro/device-family-Pack/Toshiba.TXZ4-M4K2_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
Toshiba,TXZ4-M4L1_DFP,1.0.0,https://toshiba.semicon-storage.com/content/dam/toshiba-ss/shared/docs/product/micro/device-family-Pack/Toshiba.TXZ4-M4L1_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
Toshiba,TX03-M344_DFP,1.0.0,https://toshiba.semicon-storage.com/content/dam/toshiba-ss/shared/docs/product/micro/device-family-Pack/Toshiba.TX03-M344_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
Toshiba,TXZ4-M4K1_DFP,1.0.0,https://toshiba.semicon-storage.com/content/dam/toshiba-ss/shared/docs/product/micro/device-family-Pack/Toshiba.TXZ4-M4K1_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
Toshiba,TXZ4-M4G_DFP,1.0.1,https://toshiba.semicon-storage.com/content/dam/toshiba-ss/shared/docs/product/micro/device-family-Pack/Toshiba.TXZ4-M4G_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
FMSH,FM33LC0XX_DFP,3.0.4,https://fmdevelopers.oss-cn-shanghai.aliyuncs.com/FMSH.FM33LC0XX_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
FMSH,FM33LG0XX_DFP,3.0.1,https://fmdevelopers.oss-cn-shanghai.aliyuncs.com/FMSH.FM33LG0XX_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
FMSH,FM33FR0XX_DFP,1.0.1,https://fmdevelopers.oss-cn-shanghai.aliyuncs.com/FMSH.FM33FR0XX_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
FMSH,FM33LE0XX_DFP,1.0.1,https://fmdevelopers.oss-cn-shanghai.aliyuncs.com/FMSH.FM33LE0XX_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
Keil,LM4F_DFP,1.0.0,https://www.keil.com/pack/Keil.LM4F_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
Keil,TM4C_DFP,1.1.0,https://www.keil.com/pack/Keil.TM4C_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
Keil,Kinetis_KVxx_DFP,1.8.0,https://www.keil.com/pack/Keil.Kinetis_KVxx_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
Keil,STBlueNRG-LP_DFP,3.0.0,https://www.keil.com/pack/Keil.STBlueNRG-LP_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
Keil,Kinetis_K32W_DFP,1.2.0,https://www.keil.com/pack/Keil.Kinetis_K32W_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
Keil,VE_CAx_DFP,1.0.0,https://www.keil.com/pack/Keil.VE_CAx_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
Keil,RZ_DFP,1.2.1,https://www.keil.com/pack/Keil.RZ_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
Keil,iMX6_DFP,1.5.2,https://www.keil.com/pack/Keil.iMX6_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
Keil,iMX7D_DFP,1.7.8,https://www.keil.com/pack/Keil.iMX7D_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
Keil,FM4_DFP,1.6.0,https://www.keil.com/pack/Keil.FM4_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
NXP,MKV10Z1287_DFP,16.0.0,https://mcuxpresso.nxp.com/cmsis_pack/repo/NXP.MKV10Z1287_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
NXP,MKV11Z7_DFP,16.0.0,https://mcuxpresso.nxp.com/cmsis_pack/repo/NXP.MKV11Z7_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
NXP,MKV30F12810_DFP,16.0.0,https://mcuxpresso.nxp.com/cmsis_pack/repo/NXP.MKV30F12810_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
NXP,MKV31F12810_DFP,16.0.0,https://mcuxpresso.nxp.com/cmsis_pack/repo/NXP.MKV31F12810_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
NXP,MKV31F25612_DFP,16.0.0,https://mcuxpresso.nxp.com/cmsis_pack/repo/NXP.MKV31F25612_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
NXP,MKV31F51212_DFP,16.0.0,https://mcuxpresso.nxp.com/cmsis_pack/repo/NXP.MKV31F51212_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
NXP,MKV10Z7_DFP,16.0.0,https://mcuxpresso.nxp.com/cmsis_pack/repo/NXP.MKV10Z7_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
ELAN,eKTF7020_DFP,1.0.1,https://www.emc.com.tw/emc/tw/Product/Product/SupportTools/MCU/PACK/ELAN.eKTF7020_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
Keil,LPC4000_DFP,2.2.2,https://www.keil.com/pack/Keil.LPC4000_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
Keil,STM32F1xx_DFP,2.4.1,https://www.keil.com/pack/Keil.STM32F1xx_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,yes,ok,95,
Microchip,SAML11_DFP,4.5.268,https://packs.download.microchip.com/Microchip.SAML11_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
SiliconLabs,BGM1_DFP,5.8.10,https://www.silabs.com/documents/public/cmsis-packs/SiliconLabs.BGM1_DFP.pdsc,2019-11-12,SiliconLabs.GeckoPlatform_BGM1_DFP,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
SiliconLabs,BGM13_DFP,5.8.10,https://www.silabs.com/documents/public/cmsis-packs/SiliconLabs.BGM13_DFP.pdsc,2019-11-12,SiliconLabs.GeckoPlatform_BGM13_DFP,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
ARM,Musca-S1_DFP,1.2.2,https://www.keil.com/pack/ARM.Musca-S1_DFP.pdsc,2023-07-07,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
Keil,STM32MP1xx_DFP,1.3.1,https://www.keil.com/pack/Keil.STM32MP1xx_DFP.pdsc,2023-07-26,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
Keil,ZEUS_DFP,1.0.2,https://www.keil.com/pack/Keil.ZEUS_DFP.pdsc,2023-09-03,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
Keil,R-IN32M4_DFP,1.0.2,https://www.keil.com/pack/Keil.R-IN32M4_DFP.pdsc,2023-09-03,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
Keil,R-IN32M3_DFP,1.3.1,https://www.keil.com/pack/Keil.R-IN32M3_DFP.pdsc,2023-09-03,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
Keil,STBlueNRG_DFP,1.1.2,https://www.keil.com/pack/Keil.STBlueNRG_DFP.pdsc,2016-11-29,Keil.STBlueNRG-1_DFP,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
Keil,STBlueNRG-1_DFP,1.2.1,https://www.keil.com/pack/Keil.STBlueNRG-1_DFP.pdsc,2023-09-03,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
Keil,Kinetis_K00_DFP,1.1.1,https://www.keil.com/pack/Keil.Kinetis_K00_DFP.pdsc,2023-09-03,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
Keil,Kinetis_K30_DFP,1.1.1,https://www.keil.com/pack/Keil.Kinetis_K30_DFP.pdsc,2023-09-03,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
Keil,Kinetis_K10_DFP,1.3.1,https://www.keil.com/pack/Keil.Kinetis_K10_DFP.pdsc,2023-09-03,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
Keil,Kinetis_K20_DFP,1.7.1,https://www.keil.com/pack/Keil.Kinetis_K20_DFP.pdsc,2023-09-03,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
Keil,Kinetis_K40_DFP,1.1.1,https://www.keil.com/pack/Keil.Kinetis_K40_DFP.pdsc,2023-09-03,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
Keil,Kinetis_K50_DFP,1.2.1,https://www.keil.com/pack/Keil.Kinetis_K50_DFP.pdsc,2023-09-03,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
Keil,Kinetis_K70_DFP,1.1.1,https://www.keil.com/pack/Keil.Kinetis_K70_DFP.pdsc,2023-09-03,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
Keil,Kinetis_K80_DFP,1.1.2,https://www.keil.com/pack/Keil.Kinetis_K80_DFP.pdsc,2023-09-03,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
Keil,Kinetis_K60_DFP,1.5.1,https://www.keil.com/pack/Keil.Kinetis_K60_DFP.pdsc,2023-09-03,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
Keil,Kinetis_KEAxx_DFP,1.3.1,https://www.keil.com/pack/Keil.Kinetis_KEAxx_DFP.pdsc,2023-09-03,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
Keil,Kinetis_KExx_DFP,1.8.3,https://www.keil.com/pack/Keil.Kinetis_KExx_DFP.pdsc,2017-11-20,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
Keil,Kinetis_KLxx_DFP,1.15.1,https://www.keil.com/pack/Keil.Kinetis_KLxx_DFP.pdsc,2023-09-03,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
Keil,Kinetis_KWPR1516_DFP,1.2.1,https://www.keil.com/pack/Keil.Kinetis_KWPR1516_DFP.pdsc,2023-09-03,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
Keil,Kinetis_KSxx_DFP,1.2.2,https://www.keil.com/pack/Keil.Kinetis_KSxx_DFP.pdsc,2017-11-20,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
Keil,Kinetis_KMxx_DFP,1.4.0,https://www.keil.com/pack/Keil.Kinetis_KMxx_DFP.pdsc,2023-09-03,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
Keil,Kinetis_KWxx_DFP,1.9.1,https://www.keil.com/pack/Keil.Kinetis_KWxx_DFP.pdsc,2023-09-03,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
Keil,FM0plus_DFP,1.2.1,https://www.keil.com/pack/Keil.FM0plus_DFP.pdsc,2023-09-04,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
Keil,FM3Basic_DFP,1.1.1,https://www.keil.com/pack/Keil.FM3Basic_DFP.pdsc,2023-09-04,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
Keil,FM3HighPerformance_DFP,1.2.1,https://www.keil.com/pack/Keil.FM3HighPerformance_DFP.pdsc,2023-09-04,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
Keil,FM3LowPower_DFP,1.1.1,https://www.keil.com/pack/Keil.FM3LowPower_DFP.pdsc,2023-09-04,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
Keil,FM3UltraLowLeak_DFP,1.1.1,https://www.keil.com/pack/Keil.FM3UltraLowLeak_DFP.pdsc,2023-09-04,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
Keil,SN32F2_DFP,1.0.2,https://www.keil.com/pack/Keil.SN32F2_DFP.pdsc,2023-09-04,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
Keil,SN32F7_DFP,1.0.2,https://www.keil.com/pack/Keil.SN32F7_DFP.pdsc,2023-09-04,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
Keil,TMPM0_DFP,1.3.1,https://www.keil.com/pack/Keil.TMPM0_DFP.pdsc,2023-09-04,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
Keil,TMPM4_DFP,1.2.1,https://www.keil.com/pack/Keil.TMPM4_DFP.pdsc,2023-09-04,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
Keil,TMPM3_DFP,1.4.1,https://www.keil.com/pack/Keil.TMPM3_DFP.pdsc,2023-09-04,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
Keil,LPC1200_DFP,1.0.2,https://www.keil.com/pack/Keil.LPC1200_DFP.pdsc,2023-09-03,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
Keil,EFM32GGxxx_DFP,2.6.0,https://www.keil.com/pack/Keil.EFM32GGxxx_DFP.pdsc,2018-01-15,SiliconLabs.EFM32GG_DFP,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
Keil,EFM32Gxxx_DFP,1.4.0,https://www.keil.com/pack/Keil.EFM32Gxxx_DFP.pdsc,2018-01-15,SiliconLabs.EFM32G_DFP,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
Keil,EFM32HGxxx_DFP,1.4.0,https://www.keil.com/pack/Keil.EFM32HGxxx_DFP.pdsc,2018-01-15,SiliconLabs.EFM32HG_DFP,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
Keil,EFM32JG1B_DFP,1.2.0,https://www.keil.com/pack/Keil.EFM32JG1B_DFP.pdsc,2018-01-15,SiliconLabs.EFM32JG1B_DFP,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
Keil,EFM32JG12B_DFP,1.1.0,https://www.keil.com/pack/Keil.EFM32JG12B_DFP.pdsc,2018-01-15,SiliconLabs.EFM32JG12B_DFP,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
Keil,EFM32LGxxx_DFP,1.6.0,https://www.keil.com/pack/Keil.EFM32LGxxx_DFP.pdsc,2018-01-15,SiliconLabs.EFM32LG_DFP,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
Keil,EFM32PG1B_DFP,1.2.0,https://www.keil.com/pack/Keil.EFM32PG1B_DFP.pdsc,2018-01-15,SiliconLabs.EFM32PG1B_DFP,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
Keil,EFM32PG12B_DFP,1.1.0,https://www.keil.com/pack/Keil.EFM32PG12B_DFP.pdsc,2018-01-15,SiliconLabs.EFM32PG12B_DFP,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
Keil,EFM32TGxxx_DFP,1.4.0,https://www.keil.com/pack/Keil.EFM32TGxxx_DFP.pdsc,2018-01-15,SiliconLabs.EFM32TG_DFP,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
Keil,EFM32ZGxxx_DFP,1.4.0,https://www.keil.com/pack/Keil.EFM32ZGxxx_DFP.pdsc,2018-01-15,SiliconLabs.EFM32ZG_DFP,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
Keil,EFR32BG1P_DFP,1.1.0,https://www.keil.com/pack/Keil.EFR32BG1P_DFP.pdsc,,,2026-08-12T04:05:17.3114066+00:00,,not_selected,,
