source_id,source_type,publisher,title,url,version,observed_at,verification_scope
cmsis:Keil.STM32C0xx_DFP@2.4.0,cmsis_pdsc,Keil,Keil.STM32C0xx_DFP,https://www.keil.com/pack/Keil.STM32C0xx_DFP.pdsc,2.4.0,2026-08-12T08:02:16+00:00,device names and metadata present in the PDSC; not purchasing-code completeness
cmsis:Keil.STM32F0xx_DFP@3.1.1,cmsis_pdsc,Keil,Keil.STM32F0xx_DFP,https://www.keil.com/pack/Keil.STM32F0xx_DFP.pdsc,3.1.1,2026-08-12T08:02:16+00:00,device names and metadata present in the PDSC; not purchasing-code completeness
cmsis:Keil.STM32F1xx_DFP@2.4.1,cmsis_pdsc,Keil,Keil.STM32F1xx_DFP,https://www.keil.com/pack/Keil.STM32F1xx_DFP.pdsc,2.4.1,2026-08-12T08:02:16+00:00,device names and metadata present in the PDSC; not purchasing-code completeness
cmsis:Keil.STM32F2xx_DFP@3.1.0,cmsis_pdsc,Keil,Keil.STM32F2xx_DFP,https://www.keil.com/pack/Keil.STM32F2xx_DFP.pdsc,3.1.0,2026-08-12T08:02:16+00:00,device names and metadata present in the PDSC; not purchasing-code completeness
cmsis:Keil.STM32F3xx_DFP@3.1.0,cmsis_pdsc,Keil,Keil.STM32F3xx_DFP,https://www.keil.com/pack/Keil.STM32F3xx_DFP.pdsc,3.1.0,2026-08-12T08:02:16+00:00,device names and metadata present in the PDSC; not purchasing-code completeness
cmsis:Keil.STM32F4xx_DFP@3.1.1,cmsis_pdsc,Keil,Keil.STM32F4xx_DFP,https://www.keil.com/pack/Keil.STM32F4xx_DFP.pdsc,3.1.1,2026-08-12T08:02:16+00:00,device names and metadata present in the PDSC; not purchasing-code completeness
cmsis:Keil.STM32F7xx_DFP@3.1.1,cmsis_pdsc,Keil,Keil.STM32F7xx_DFP,https://www.keil.com/pack/Keil.STM32F7xx_DFP.pdsc,3.1.1,2026-08-12T08:02:16+00:00,device names and metadata present in the PDSC; not purchasing-code completeness
cmsis:Keil.STM32G0xx_DFP@2.1.0,cmsis_pdsc,Keil,Keil.STM32G0xx_DFP,https://www.keil.com/pack/Keil.STM32G0xx_DFP.pdsc,2.1.0,2026-08-12T08:02:16+00:00,device names and metadata present in the PDSC; not purchasing-code completeness
cmsis:Keil.STM32G4xx_DFP@2.2.0,cmsis_pdsc,Keil,Keil.STM32G4xx_DFP,https://www.keil.com/pack/Keil.STM32G4xx_DFP.pdsc,2.2.0,2026-08-12T08:02:16+00:00,device names and metadata present in the PDSC; not purchasing-code completeness
cmsis:Keil.STM32H5xx_DFP@2.3.1,cmsis_pdsc,Keil,Keil.STM32H5xx_DFP,https://www.keil.com/pack/Keil.STM32H5xx_DFP.pdsc,2.3.1,2026-08-12T08:02:16+00:00,device names and metadata present in the PDSC; not purchasing-code completeness
cmsis:Keil.STM32H7RSxx_DFP@1.1.0,cmsis_pdsc,Keil,Keil.STM32H7RSxx_DFP,https://www.keil.com/pack/Keil.STM32H7RSxx_DFP.pdsc,1.1.0,2026-08-12T08:02:16+00:00,device names and metadata present in the PDSC; not purchasing-code completeness
cmsis:Keil.STM32H7xx_DFP@4.1.3,cmsis_pdsc,Keil,Keil.STM32H7xx_DFP,https://www.keil.com/pack/Keil.STM32H7xx_DFP.pdsc,4.1.3,2026-08-12T08:02:16+00:00,device names and metadata present in the PDSC; not purchasing-code completeness
cmsis:Keil.STM32L0xx_DFP@3.1.0,cmsis_pdsc,Keil,Keil.STM32L0xx_DFP,https://www.keil.com/pack/Keil.STM32L0xx_DFP.pdsc,3.1.0,2026-08-12T08:02:16+00:00,device names and metadata present in the PDSC; not purchasing-code completeness
cmsis:Keil.STM32L1xx_DFP@2.1.0,cmsis_pdsc,Keil,Keil.STM32L1xx_DFP,https://www.keil.com/pack/Keil.STM32L1xx_DFP.pdsc,2.1.0,2026-08-12T08:02:16+00:00,device names and metadata present in the PDSC; not purchasing-code completeness
cmsis:Keil.STM32L4xx_DFP@3.1.0,cmsis_pdsc,Keil,Keil.STM32L4xx_DFP,https://www.keil.com/pack/Keil.STM32L4xx_DFP.pdsc,3.1.0,2026-08-12T08:02:16+00:00,device names and metadata present in the PDSC; not purchasing-code completeness
cmsis:Keil.STM32L5xx_DFP@2.1.0,cmsis_pdsc,Keil,Keil.STM32L5xx_DFP,https://www.keil.com/pack/Keil.STM32L5xx_DFP.pdsc,2.1.0,2026-08-12T08:02:16+00:00,device names and metadata present in the PDSC; not purchasing-code completeness
cmsis:Keil.STM32N6xx_DFP@1.2.0,cmsis_pdsc,Keil,Keil.STM32N6xx_DFP,https://www.keil.com/pack/Keil.STM32N6xx_DFP.pdsc,1.2.0,2026-08-12T08:02:16+00:00,device names and metadata present in the PDSC; not purchasing-code completeness
cmsis:Keil.STM32U0xx_DFP@2.2.0,cmsis_pdsc,Keil,Keil.STM32U0xx_DFP,https://www.keil.com/pack/Keil.STM32U0xx_DFP.pdsc,2.2.0,2026-08-12T08:02:16+00:00,device names and metadata present in the PDSC; not purchasing-code completeness
cmsis:Keil.STM32U3xx_DFP@1.3.0,cmsis_pdsc,Keil,Keil.STM32U3xx_DFP,https://www.keil.com/pack/Keil.STM32U3xx_DFP.pdsc,1.3.0,2026-08-12T08:02:16+00:00,device names and metadata present in the PDSC; not purchasing-code completeness
cmsis:Keil.STM32U5xx_DFP@3.2.0,cmsis_pdsc,Keil,Keil.STM32U5xx_DFP,https://www.keil.com/pack/Keil.STM32U5xx_DFP.pdsc,3.2.0,2026-08-12T08:02:16+00:00,device names and metadata present in the PDSC; not purchasing-code completeness
cmsis:Keil.STM32WB0x_DFP@1.0.2,cmsis_pdsc,Keil,Keil.STM32WB0x_DFP,https://www.keil.com/pack/Keil.STM32WB0x_DFP.pdsc,1.0.2,2026-08-12T08:02:16+00:00,device names and metadata present in the PDSC; not purchasing-code completeness
cmsis:Keil.STM32WBAxx_DFP@2.2.0,cmsis_pdsc,Keil,Keil.STM32WBAxx_DFP,https://www.keil.com/pack/Keil.STM32WBAxx_DFP.pdsc,2.2.0,2026-08-12T08:02:16+00:00,device names and metadata present in the PDSC; not purchasing-code completeness
cmsis:Keil.STM32WBxx_DFP@2.0.1,cmsis_pdsc,Keil,Keil.STM32WBxx_DFP,https://www.keil.com/pack/Keil.STM32WBxx_DFP.pdsc,2.0.1,2026-08-12T08:02:16+00:00,device names and metadata present in the PDSC; not purchasing-code completeness
cmsis:Keil.STM32WL3x_DFP@1.2.0,cmsis_pdsc,Keil,Keil.STM32WL3x_DFP,https://www.keil.com/pack/Keil.STM32WL3x_DFP.pdsc,1.2.0,2026-08-12T08:02:16+00:00,device names and metadata present in the PDSC; not purchasing-code completeness
cmsis:Keil.STM32WL4x_DFP@1.0.0,cmsis_pdsc,Keil,Keil.STM32WL4x_DFP,https://www.keil.com/pack/Keil.STM32WL4x_DFP.pdsc,1.0.0,2026-08-12T08:02:16+00:00,device names and metadata present in the PDSC; not purchasing-code completeness
cmsis:Keil.STM32WLxx_DFP@2.1.0,cmsis_pdsc,Keil,Keil.STM32WLxx_DFP,https://www.keil.com/pack/Keil.STM32WLxx_DFP.pdsc,2.1.0,2026-08-12T08:02:16+00:00,device names and metadata present in the PDSC; not purchasing-code completeness
cmsis:STMicroelectronics.stm32c5xx_dfp@2.1.0,cmsis_pdsc,STMicroelectronics,STMicroelectronics.stm32c5xx_dfp,https://developer.st.com/st-pack-server/api/v1/pack/STMicroelectronics.stm32c5xx_dfp.pdsc,2.1.0,2026-08-12T08:02:16+00:00,device names and metadata present in the PDSC; not purchasing-code completeness
st-cubemx-device-db:DB.6.0.181,manufacturer_device_database,STMicroelectronics,STM32CubeMX MCU device database,https://www.st.com/en/development-tools/stm32cubemx.html,DB.6.0.181,2026-08-12T08:28:46+00:00,"Exact CubeMX RefName/RPN/Name matches only; scalar selector fields, concrete IP instances, package pinout and ADC-capable external pins. No family-SVD inference."
svd:Keil.STM32C0xx_DFP@2.4.0,official_pack_svd,Keil,Keil.STM32C0xx_DFP SVD files,https://www.keil.com/pack/Keil.STM32C0xx_DFP.2.4.0.pack,2.4.0;sha256:423fab051a0f3eb96cc38ebac41b5e828ec27b2258e910b8b53772b99ddc5d2a,2026-09-05T15:55:37+00:00,peripheral instances explicitly present in the device-bound SVD; not pin mux or analog-channel coverage
svd:Keil.STM32F0xx_DFP@3.1.1,official_pack_svd,Keil,Keil.STM32F0xx_DFP SVD files,https://www.keil.com/pack/Keil.STM32F0xx_DFP.3.1.1.pack,3.1.1;sha256:b64035f71e80280d3e6b0f2677471d6f9701f482a1191b1f5c1ec4f2e5fc9e45,2026-09-05T15:55:37+00:00,peripheral instances explicitly present in the device-bound SVD; not pin mux or analog-channel coverage
svd:Keil.STM32F1xx_DFP@2.4.1,official_pack_svd,Keil,Keil.STM32F1xx_DFP SVD files,https://www.keil.com/pack/Keil.STM32F1xx_DFP.2.4.1.pack,2.4.1;sha256:807ea15da5b172b916bbc47b2b87f1e621240ad208d38e82a417a2ef8191e9d1,2026-09-05T15:55:37+00:00,peripheral instances explicitly present in the device-bound SVD; not pin mux or analog-channel coverage
svd:Keil.STM32F2xx_DFP@3.1.0,official_pack_svd,Keil,Keil.STM32F2xx_DFP SVD files,https://www.keil.com/pack/Keil.STM32F2xx_DFP.3.1.0.pack,3.1.0;sha256:0c36d60606fd52d559d7527ac780c9021014ab50c69418ec810a40ed2d7b6ae5,2026-09-05T15:55:37+00:00,peripheral instances explicitly present in the device-bound SVD; not pin mux or analog-channel coverage
svd:Keil.STM32F3xx_DFP@3.1.0,official_pack_svd,Keil,Keil.STM32F3xx_DFP SVD files,https://www.keil.com/pack/Keil.STM32F3xx_DFP.3.1.0.pack,3.1.0;sha256:bfd67f2c27b1fff733f949fd977f1e540fa44113a84a70ce81ede3aef1cf60ba,2026-09-05T15:55:37+00:00,peripheral instances explicitly present in the device-bound SVD; not pin mux or analog-channel coverage
svd:Keil.STM32F4xx_DFP@3.1.1,official_pack_svd,Keil,Keil.STM32F4xx_DFP SVD files,https://www.keil.com/pack/Keil.STM32F4xx_DFP.3.1.1.pack,3.1.1;sha256:345231106fe697df24bbe9133aeeec1b0383d7891c4adf4f47bbb8b478e9f2f0,2026-09-05T15:55:37+00:00,peripheral instances explicitly present in the device-bound SVD; not pin mux or analog-channel coverage
svd:Keil.STM32F7xx_DFP@3.1.1,official_pack_svd,Keil,Keil.STM32F7xx_DFP SVD files,https://www.keil.com/pack/Keil.STM32F7xx_DFP.3.1.1.pack,3.1.1;sha256:0eddf78cffa96d07924eabbfe4b4aac45d58bc85376354163e98146c574cf0e5,2026-09-05T15:55:37+00:00,peripheral instances explicitly present in the device-bound SVD; not pin mux or analog-channel coverage
